file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
1C7C736D,0,,,,,record0:segment0:timing0-0,,何かロック部分を壊す手段は無いか？,糸鋸だ スネーク\n糸鋸を使えば脱出できる,,,,NOT_CHECKED,51,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,11,,,,,record7:segment1:timing119-158,じっとしていても仕方がない,幸い二人だ\n一人じゃ無理なことも出来る,協力して脱出を図るんだ,,,,NOT_CHECKED,56,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,12,,,,,record7:segment2:timing0-0,幸い二人だ\n一人じゃ無理なことも出来る,協力して脱出を図るんだ,そこのバディと組んで脱出法を探すんだ\n辺りをよく見ろ 知恵を絞れ,,,,NOT_CHECKED,33,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,13,,,,,record8:segment0:timing0-0,協力して脱出を図るんだ,そこのバディと組んで脱出法を探すんだ\n辺りをよく見ろ 知恵を絞れ,協力すれば背の高さよりも上に手が届くはずだ,,,,NOT_CHECKED,93,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,14,,,,,record9:segment0:timing81-176,そこのバディと組んで脱出法を探すんだ\n辺りをよく見ろ 知恵を絞れ,協力すれば背の高さよりも上に手が届くはずだ,高いところに脱出できそうな開口部はないか？\n探してみろ,,,,NOT_CHECKED,63,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,15,,,,,record9:segment1:timing0-0,協力すれば背の高さよりも上に手が届くはずだ,高いところに脱出できそうな開口部はないか？\n探してみろ,糸鋸を挽くにはアイコンのボタンを交互に押すんだ,,,,NOT_CHECKED,80,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,16,,,,,record10:segment0:timing84-128,高いところに脱出できそうな開口部はないか？\n探してみろ,糸鋸を挽くにはアイコンのボタンを交互に押すんだ,音を聞かれないようにな,,,,NOT_CHECKED,69,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,17,,,,,record10:segment1:timing0-0,糸鋸を挽くにはアイコンのボタンを交互に押すんだ,音を聞かれないようにな,アイコンのボタンを交互に押して糸鋸を使うんだ,,,,NOT_CHECKED,33,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,18,,,,,record11:segment0:timing83-117,音を聞かれないようにな,アイコンのボタンを交互に押して糸鋸を使うんだ,音には気をつけてくれよ,,,,NOT_CHECKED,66,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,19,,,,,record11:segment1:timing0-0,アイコンのボタンを交互に押して糸鋸を使うんだ,音には気をつけてくれよ,尋問が終わったらしいな,,,,NOT_CHECKED,33,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,20,,,,,record12:segment0:timing0-0,音には気をつけてくれよ,尋問が終わったらしいな,戻ってきたか\n無事だといいが…,,,,NOT_CHECKED,33,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,21,,,,,record13:segment0:timing0-0,尋問が終わったらしいな,戻ってきたか\n無事だといいが…,どうやら喋らなかったようだな\nさすがボスのバディだ,,,,NOT_CHECKED,44,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,22,,,,,record14:segment0:timing0-0,戻ってきたか\n無事だといいが…,どうやら喋らなかったようだな\nさすがボスのバディだ,一人連れて行かれたか\n耐えてくれよ…,,,,NOT_CHECKED,74,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,23,,,,,record15:segment0:timing0-0,どうやら喋らなかったようだな\nさすがボスのバディだ,一人連れて行かれたか\n耐えてくれよ…,持って行かれたな\n…無事に帰って来いよ,,,,NOT_CHECKED,53,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,24,,,,,record16:segment0:timing0-0,一人連れて行かれたか\n耐えてくれよ…,持って行かれたな\n…無事に帰って来いよ,連行されたか\nウタうなよ…頼むぜ…,,,,NOT_CHECKED,56,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,25,,,,,record17:segment0:timing0-0,持って行かれたな\n…無事に帰って来いよ,連行されたか\nウタうなよ…頼むぜ…,仲間を置き去りにする気か？,,,,NOT_CHECKED,50,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,26,,,,,record18:segment0:timing0-0,連行されたか\nウタうなよ…頼むぜ…,仲間を置き去りにする気か？,仲間と一緒に脱出するんだ,,,,NOT_CHECKED,39,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,27,,,,,record19:segment0:timing0-0,仲間を置き去りにする気か？,仲間と一緒に脱出するんだ,仲間がいる独房のロックを開けないか？,,,,NOT_CHECKED,36,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,28,,,,,record20:segment0:timing0-0,仲間と一緒に脱出するんだ,仲間がいる独房のロックを開けないか？,制御室で独房のロックを解くんだ,,,,NOT_CHECKED,54,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,29,,,,,record21:segment0:timing0-0,仲間がいる独房のロックを開けないか？,制御室で独房のロックを解くんだ,何とかして仲間を助けてくれ スネーク\n一緒に脱出するんだ,,,,NOT_CHECKED,45,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,30,,,,,record22:segment0:timing0-0,制御室で独房のロックを解くんだ,何とかして仲間を助けてくれ スネーク\n一緒に脱出するんだ,ダメだ 警戒レベルが高いとそのドアは開かない,,,,NOT_CHECKED,81,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,31,,,,,record23:segment0:timing90-134,何とかして仲間を助けてくれ スネーク\n一緒に脱出するんだ,ダメだ 警戒レベルが高いとそのドアは開かない,警戒レベルが下がるのを待つんだ,,,,NOT_CHECKED,64,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,32,,,,,record23:segment1:timing0-0,ダメだ 警戒レベルが高いとそのドアは開かない,警戒レベルが下がるのを待つんだ,時間がない\nピースウォーカーの格納庫へ向かってくれ,,,,NOT_CHECKED,45,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,33,,,,,record24:segment0:timing0-0,警戒レベルが下がるのを待つんだ,時間がない\nピースウォーカーの格納庫へ向かってくれ,ピースウォーカーは起動準備中だ\n急いでくれ！,,,,NOT_CHECKED,74,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
1C7C736D,34,,,,,record25:segment0:timing0-0,時間がない\nピースウォーカーの格納庫へ向かってくれ,ピースウォーカーは起動準備中だ\n急いでくれ！,,,,,NOT_CHECKED,65,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1
