file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
LANG_V_THEATER010.OLANG,13,13,13,1,,page11:tag:entity18:key00000012:ref13:ord0,俺は 彼女とは違う未来を生きる,俺は 彼女とは違う選択をする,それが 裏切りだと？,,,,NOT_CHECKED,40,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
LANG_V_THEATER010.OLANG,14,14,14,1,,page11:tag:entity17:key00000011:ref14:ord0,俺は 彼女とは違う選択をする,それが 裏切りだと？,"彼女は<R=生命,いのち>を差し出すことで 軍人としての全てを放棄した…",,,,NOT_CHECKED,28,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
LANG_V_THEATER010.OLANG,15,15,15,1,,page11:tag:entity16:key00000010:ref15:ord0,それが 裏切りだと？,"彼女は<R=生命,いのち>を差し出すことで 軍人としての全てを放棄した…",どういう事なんだ？,"<R=生命,いのち>",,,NOT_CHECKED,96,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
LANG_V_THEATER010.OLANG,16,16,16,1,,page11:tag:entity15:key0000000F:ref16:ord0,"彼女は<R=生命,いのち>を差し出すことで 軍人としての全てを放棄した…",どういう事なんだ？,それまでの人生を 俺を含む 全てを否定した,,,,NOT_CHECKED,27,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
LANG_V_THEATER010.OLANG,17,17,17,1,,page11:tag:entity14:key0000000E:ref17:ord0,どういう事なんだ？,それまでの人生を 俺を含む 全てを否定した,"あの時 <R=彼女,ザ・ボス>は…",,,,NOT_CHECKED,59,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
LANG_V_THEATER010.OLANG,18,18,18,1,,page11:tag:entity13:key0000000D:ref18:ord0,それまでの人生を 俺を含む 全てを否定した,"あの時 <R=彼女,ザ・ボス>は…",彼女は 最期に銃を棄てた,"<R=彼女,ザ・ボス>",,,NOT_CHECKED,39,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
LANG_V_THEATER010.OLANG,19,19,19,1,,page11:tag:entity12:key0000000C:ref19:ord0,"あの時 <R=彼女,ザ・ボス>は…",彼女は 最期に銃を棄てた,何だって？,,,,NOT_CHECKED,34,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
LANG_V_THEATER010.OLANG,20,20,20,1,,page11:tag:entity11:key0000000B:ref20:ord0,彼女は 最期に銃を棄てた,何だって？,"…俺は<R=彼女,ザ・ボス>に裏切られた",,,,NOT_CHECKED,15,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
LANG_V_THEATER010.OLANG,21,21,21,1,,page11:tag:entity10:key0000000A:ref21:ord0,何だって？,"…俺は<R=彼女,ザ・ボス>に裏切られた",さあ 帰ろう,"<R=彼女,ザ・ボス>",,,NOT_CHECKED,50,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
LANG_V_THEATER010.OLANG,22,22,22,1,,page11:tag:entity1:key00000001:ref22:ord0,"…俺は<R=彼女,ザ・ボス>に裏切られた",さあ 帰ろう,スネーク まだここにいたのか？,,,,NOT_CHECKED,16,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
LANG_V_THEATER010.OLANG,23,23,23,1,,page11:tag:entity0:key00000000:ref23:ord0,さあ 帰ろう,スネーク まだここにいたのか？,,,,,NOT_CHECKED,43,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=1
