codepoint,character,unicode_name,category,occurrence_count,resource_classes,is_han,is_ascii,is_kana,is_punctuation,is_symbol,selector_requirement
U+4E0B,下,CJK UNIFIED IDEOGRAPH-4E0B,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E0D,不,CJK UNIFIED IDEOGRAPH-4E0D,Lo,19,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E0E,与,CJK UNIFIED IDEOGRAPH-4E0E,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E16,世,CJK UNIFIED IDEOGRAPH-4E16,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E1C,东,CJK UNIFIED IDEOGRAPH-4E1C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E2A,个,CJK UNIFIED IDEOGRAPH-4E2A,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E2D,中,CJK UNIFIED IDEOGRAPH-4E2D,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E3A,为,CJK UNIFIED IDEOGRAPH-4E3A,Lo,11,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E48,么,CJK UNIFIED IDEOGRAPH-4E48,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E4B,之,CJK UNIFIED IDEOGRAPH-4E4B,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E5F,也,CJK UNIFIED IDEOGRAPH-4E5F,Lo,7,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E86,了,CJK UNIFIED IDEOGRAPH-4E86,Lo,11,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E8B,事,CJK UNIFIED IDEOGRAPH-4E8B,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4E8E,于,CJK UNIFIED IDEOGRAPH-4E8E,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4EA1,亡,CJK UNIFIED IDEOGRAPH-4EA1,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4EBA,人,CJK UNIFIED IDEOGRAPH-4EBA,Lo,16,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4EC0,什,CJK UNIFIED IDEOGRAPH-4EC0,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4ECA,今,CJK UNIFIED IDEOGRAPH-4ECA,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4ECE,从,CJK UNIFIED IDEOGRAPH-4ECE,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4EE3,代,CJK UNIFIED IDEOGRAPH-4EE3,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4EE5,以,CJK UNIFIED IDEOGRAPH-4EE5,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4EEC,们,CJK UNIFIED IDEOGRAPH-4EEC,Lo,16,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4EF6,件,CJK UNIFIED IDEOGRAPH-4EF6,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4EFB,任,CJK UNIFIED IDEOGRAPH-4EFB,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4EFD,份,CJK UNIFIED IDEOGRAPH-4EFD,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4F1A,会,CJK UNIFIED IDEOGRAPH-4F1A,Lo,17,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4F1F,伟,CJK UNIFIED IDEOGRAPH-4F1F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4F46,但,CJK UNIFIED IDEOGRAPH-4F46,Lo,6,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4F4F,住,CJK UNIFIED IDEOGRAPH-4F4F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4F53,体,CJK UNIFIED IDEOGRAPH-4F53,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4F60,你,CJK UNIFIED IDEOGRAPH-4F60,Lo,13,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4F7F,使,CJK UNIFIED IDEOGRAPH-4F7F,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4FAE,侮,CJK UNIFIED IDEOGRAPH-4FAE,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4FDD,保,CJK UNIFIED IDEOGRAPH-4FDD,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+4FE1,信,CJK UNIFIED IDEOGRAPH-4FE1,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5019,候,CJK UNIFIED IDEOGRAPH-5019,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+501F,借,CJK UNIFIED IDEOGRAPH-501F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+505A,做,CJK UNIFIED IDEOGRAPH-505A,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+50CF,像,CJK UNIFIED IDEOGRAPH-50CF,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5148,先,CJK UNIFIED IDEOGRAPH-5148,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5149,光,CJK UNIFIED IDEOGRAPH-5149,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5165,入,CJK UNIFIED IDEOGRAPH-5165,Lo,8,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5168,全,CJK UNIFIED IDEOGRAPH-5168,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5173,关,CJK UNIFIED IDEOGRAPH-5173,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5175,兵,CJK UNIFIED IDEOGRAPH-5175,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5177,具,CJK UNIFIED IDEOGRAPH-5177,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+51B2,冲,CJK UNIFIED IDEOGRAPH-51B2,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+51C6,准,CJK UNIFIED IDEOGRAPH-51C6,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+51FA,出,CJK UNIFIED IDEOGRAPH-51FA,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5207,切,CJK UNIFIED IDEOGRAPH-5207,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+521A,刚,CJK UNIFIED IDEOGRAPH-521A,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+521B,创,CJK UNIFIED IDEOGRAPH-521B,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+521D,初,CJK UNIFIED IDEOGRAPH-521D,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5229,利,CJK UNIFIED IDEOGRAPH-5229,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+522B,别,CJK UNIFIED IDEOGRAPH-522B,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5230,到,CJK UNIFIED IDEOGRAPH-5230,Lo,7,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+524D,前,CJK UNIFIED IDEOGRAPH-524D,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+529B,力,CJK UNIFIED IDEOGRAPH-529B,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+529F,功,CJK UNIFIED IDEOGRAPH-529F,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+52A0,加,CJK UNIFIED IDEOGRAPH-52A0,Lo,6,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+52A1,务,CJK UNIFIED IDEOGRAPH-52A1,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+52A8,动,CJK UNIFIED IDEOGRAPH-52A8,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+52BF,势,CJK UNIFIED IDEOGRAPH-52BF,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5316,化,CJK UNIFIED IDEOGRAPH-5316,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5317,北,CJK UNIFIED IDEOGRAPH-5317,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+533A,区,CJK UNIFIED IDEOGRAPH-533A,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5341,十,CJK UNIFIED IDEOGRAPH-5341,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5343,千,CJK UNIFIED IDEOGRAPH-5343,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5355,单,CJK UNIFIED IDEOGRAPH-5355,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5356,卖,CJK UNIFIED IDEOGRAPH-5356,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5357,南,CJK UNIFIED IDEOGRAPH-5357,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+535A,博,CJK UNIFIED IDEOGRAPH-535A,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5373,即,CJK UNIFIED IDEOGRAPH-5373,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+53BB,去,CJK UNIFIED IDEOGRAPH-53BB,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+53C8,又,CJK UNIFIED IDEOGRAPH-53C8,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+53D6,取,CJK UNIFIED IDEOGRAPH-53D6,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+53D7,受,CJK UNIFIED IDEOGRAPH-53D7,Lo,8,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+53D8,变,CJK UNIFIED IDEOGRAPH-53D8,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+53EA,只,CJK UNIFIED IDEOGRAPH-53EA,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+53EF,可,CJK UNIFIED IDEOGRAPH-53EF,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+53F7,号,CJK UNIFIED IDEOGRAPH-53F7,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+53F9,叹,CJK UNIFIED IDEOGRAPH-53F9,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5403,吃,CJK UNIFIED IDEOGRAPH-5403,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+540C,同,CJK UNIFIED IDEOGRAPH-540C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+540D,名,CJK UNIFIED IDEOGRAPH-540D,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+540E,后,CJK UNIFIED IDEOGRAPH-540E,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5411,向,CJK UNIFIED IDEOGRAPH-5411,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5417,吗,CJK UNIFIED IDEOGRAPH-5417,Lo,8,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5427,吧,CJK UNIFIED IDEOGRAPH-5427,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+542C,听,CJK UNIFIED IDEOGRAPH-542C,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+544A,告,CJK UNIFIED IDEOGRAPH-544A,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5458,员,CJK UNIFIED IDEOGRAPH-5458,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5473,味,CJK UNIFIED IDEOGRAPH-5473,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+547D,命,CJK UNIFIED IDEOGRAPH-547D,Lo,6,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+548C,和,CJK UNIFIED IDEOGRAPH-548C,Lo,8,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+54EA,哪,CJK UNIFIED IDEOGRAPH-54EA,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5668,器,CJK UNIFIED IDEOGRAPH-5668,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+56DE,回,CJK UNIFIED IDEOGRAPH-56DE,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+56E0,因,CJK UNIFIED IDEOGRAPH-56E0,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+56FD,国,CJK UNIFIED IDEOGRAPH-56FD,Lo,6,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5728,在,CJK UNIFIED IDEOGRAPH-5728,Lo,16,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5730,地,CJK UNIFIED IDEOGRAPH-5730,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+573A,场,CJK UNIFIED IDEOGRAPH-573A,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+57FA,基,CJK UNIFIED IDEOGRAPH-57FA,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+58EB,士,CJK UNIFIED IDEOGRAPH-58EB,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+58F0,声,CJK UNIFIED IDEOGRAPH-58F0,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5904,处,CJK UNIFIED IDEOGRAPH-5904,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+591A,多,CJK UNIFIED IDEOGRAPH-591A,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5927,大,CJK UNIFIED IDEOGRAPH-5927,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5929,天,CJK UNIFIED IDEOGRAPH-5929,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5973,女,CJK UNIFIED IDEOGRAPH-5973,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5979,她,CJK UNIFIED IDEOGRAPH-5979,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+597D,好,CJK UNIFIED IDEOGRAPH-597D,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5982,如,CJK UNIFIED IDEOGRAPH-5982,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+59CB,始,CJK UNIFIED IDEOGRAPH-59CB,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5A01,威,CJK UNIFIED IDEOGRAPH-5A01,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5B50,子,CJK UNIFIED IDEOGRAPH-5B50,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5B57,字,CJK UNIFIED IDEOGRAPH-5B57,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5B58,存,CJK UNIFIED IDEOGRAPH-5B58,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5B69,孩,CJK UNIFIED IDEOGRAPH-5B69,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5B83,它,CJK UNIFIED IDEOGRAPH-5B83,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5B88,守,CJK UNIFIED IDEOGRAPH-5B88,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5B8C,完,CJK UNIFIED IDEOGRAPH-5B8C,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5B9A,定,CJK UNIFIED IDEOGRAPH-5B9A,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5B9E,实,CJK UNIFIED IDEOGRAPH-5B9E,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5BA2,客,CJK UNIFIED IDEOGRAPH-5BA2,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5BB6,家,CJK UNIFIED IDEOGRAPH-5BB6,Lo,6,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5BBF,宿,CJK UNIFIED IDEOGRAPH-5BBF,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5BDF,察,CJK UNIFIED IDEOGRAPH-5BDF,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5BF9,对,CJK UNIFIED IDEOGRAPH-5BF9,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5C06,将,CJK UNIFIED IDEOGRAPH-5C06,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5C0F,小,CJK UNIFIED IDEOGRAPH-5C0F,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5C11,少,CJK UNIFIED IDEOGRAPH-5C11,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5C1D,尝,CJK UNIFIED IDEOGRAPH-5C1D,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5C31,就,CJK UNIFIED IDEOGRAPH-5C31,Lo,7,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5C38,尸,CJK UNIFIED IDEOGRAPH-5C38,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5C40,局,CJK UNIFIED IDEOGRAPH-5C40,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5C81,岁,CJK UNIFIED IDEOGRAPH-5C81,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5DE6,左,CJK UNIFIED IDEOGRAPH-5DE6,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5DF1,己,CJK UNIFIED IDEOGRAPH-5DF1,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5DF2,已,CJK UNIFIED IDEOGRAPH-5DF2,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5E03,布,CJK UNIFIED IDEOGRAPH-5E03,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5E26,带,CJK UNIFIED IDEOGRAPH-5E26,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5E38,常,CJK UNIFIED IDEOGRAPH-5E38,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5E73,平,CJK UNIFIED IDEOGRAPH-5E73,Lo,6,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5E74,年,CJK UNIFIED IDEOGRAPH-5E74,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5E76,并,CJK UNIFIED IDEOGRAPH-5E76,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5E95,底,CJK UNIFIED IDEOGRAPH-5E95,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5E9C,府,CJK UNIFIED IDEOGRAPH-5E9C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5EA6,度,CJK UNIFIED IDEOGRAPH-5EA6,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5EF6,延,CJK UNIFIED IDEOGRAPH-5EF6,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5EFA,建,CJK UNIFIED IDEOGRAPH-5EFA,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5F00,开,CJK UNIFIED IDEOGRAPH-5F00,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5F02,异,CJK UNIFIED IDEOGRAPH-5F02,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5F03,弃,CJK UNIFIED IDEOGRAPH-5F03,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+5F53,当,CJK UNIFIED IDEOGRAPH-5F53,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
