selector,codepoint,character,glyph_index,atlas_x,atlas_y,width,height,bearing,advance,glyph_source,font_file,font_file_sha256,font_face_index,font_size,baseline,bitmap_sha256,is_han_override
00c7c9f9.xpr,U+003D,=,31,830,2,25,66,2,26,CLEAN_JPN_PRESERVED,,,,,,7eb8d74c9efa5a36501c249b54dfb90512f401b8edfee4c3095ba049ee2fb39b,NO
00c7c9f9.xpr,U+003E,>,32,857,2,30,66,2,31,CLEAN_JPN_PRESERVED,,,,,,97945738c518cccf89f4b30c7ac8f43540037a9fc6e9b43fce6f0fdc2c978034,NO
00c7c9f9.xpr,U+003F,?,33,889,2,33,66,2,34,CLEAN_JPN_PRESERVED,,,,,,b7c144e6e45426d85925f361af95290cbf01ca5f8a65527c7c2e0a9127e706b9,NO
00c7c9f9.xpr,U+0040,@,34,924,2,50,66,2,51,CLEAN_JPN_PRESERVED,,,,,,928be99121e68e54a569080751d95996f0f76e59fc8eaa99ffdc31b1413a227c,NO
00c7c9f9.xpr,U+0041,A,35,976,2,46,66,1,46,CLEAN_JPN_PRESERVED,,,,,,95062af67f0337611623f9f6cf032b8dcd57b01fc964c1182642daccd1e9ddca,NO
00c7c9f9.xpr,U+0042,B,36,1024,2,35,66,2,36,CLEAN_JPN_PRESERVED,,,,,,7b7d8a49d76e90882dcc4d17618308faf3d0dffb7947e3a6dff78cf0cf950e91,NO
00c7c9f9.xpr,U+0043,C,37,1061,2,42,66,2,43,CLEAN_JPN_PRESERVED,,,,,,df24a4ba8ce5c45910b5c7e2a9cc31b382a41e837261de7602b072e494c603ee,NO
00c7c9f9.xpr,U+0044,D,38,1105,2,40,66,2,41,CLEAN_JPN_PRESERVED,,,,,,47098b7fb87d68d87b37dbda8beba82c4684fe81d70c2453bbe63cc167ed5ccd,NO
00c7c9f9.xpr,U+0045,E,39,1147,2,35,66,2,35,CLEAN_JPN_PRESERVED,,,,,,491b89ecdd2824b97712c69e364970a59b39dfcd440344b444adc0f12a4f83dd,NO
00c7c9f9.xpr,U+0046,F,40,1184,2,34,66,2,35,CLEAN_JPN_PRESERVED,,,,,,cdff69530f23572c8bea9e8b2d0545ad8a5936ad3963c07b171911ee33fe4eb1,NO
00c7c9f9.xpr,U+0047,G,41,1220,2,42,66,2,43,CLEAN_JPN_PRESERVED,,,,,,46c7cf0c919f958bd18ba3c73625fb59ac977042bbdfcb67b63015bea0f021d3,NO
00c7c9f9.xpr,U+0048,H,42,1264,2,38,66,2,38,CLEAN_JPN_PRESERVED,,,,,,d9d19cd3b35625969b9fcbf5a264fc638025cf310e223ff7d246853568490491,NO
00c7c9f9.xpr,U+0049,I,43,1304,2,6,66,2,8,CLEAN_JPN_PRESERVED,,,,,,a5171b56eebb0c6a120c5fcd9477c3b16459eb6be4a75cf2659376a664880d82,NO
00c7c9f9.xpr,U+004A,J,44,1312,2,26,66,1,27,CLEAN_JPN_PRESERVED,,,,,,001ac85bca65f5fa44f4906a2f2bba754884c1e8c6ddd517a9e20f937cb8edf6,NO
00c7c9f9.xpr,U+004B,K,45,1340,2,40,66,2,40,CLEAN_JPN_PRESERVED,,,,,,d1e0aecd777cd8b71d5b5b4a27743ef5dacd7ffa6c58800f274127c6368169d7,NO
00c7c9f9.xpr,U+004C,L,46,1382,2,34,66,2,34,CLEAN_JPN_PRESERVED,,,,,,1703752f7004ff228518f6bb388aa0d9d95b6ceb79e1f558e4d0aecd98b10232,NO
00c7c9f9.xpr,U+004D,M,47,1418,2,44,66,2,44,CLEAN_JPN_PRESERVED,,,,,,4c9dea8d3326f4f81b2959ae4544d3f18937866814cb05cb72f2068a30163104,NO
00c7c9f9.xpr,U+004E,N,48,1464,2,38,66,2,38,CLEAN_JPN_PRESERVED,,,,,,b66ac1f9358e6b1ff42d7f21270a71f368a0530f7208f6ec53797df091fa4149,NO
00c7c9f9.xpr,U+004F,O,49,1504,2,45,66,2,45,CLEAN_JPN_PRESERVED,,,,,,9f69b9b426d92a9b4e7a5ddfc0169005cc70582d822348fb35505f46cba2276d,NO
00c7c9f9.xpr,U+0050,P,50,1551,2,34,66,2,34,CLEAN_JPN_PRESERVED,,,,,,9d1670d753418b48091e5a28a9ac558d5cdc99af3caba74731ce8d0e3c2f0320,NO
00c7c9f9.xpr,U+0051,Q,51,1587,2,45,66,2,45,CLEAN_JPN_PRESERVED,,,,,,a53ecbe887bdeb323e848e05366ebd49d17566e05e6176167bf92661347b9119,NO
00c7c9f9.xpr,U+0052,R,52,1634,2,35,66,2,35,CLEAN_JPN_PRESERVED,,,,,,f58713e6c23e5f1b6869eacfbb8c85edd2a28300f83d90d440ea367b92f342e0,NO
00c7c9f9.xpr,U+0053,S,53,1671,2,35,66,2,35,CLEAN_JPN_PRESERVED,,,,,,31f8bd1bd09fc90895e32d22eedd475b2958f6ad34dbcfb9b7071f65cba092fd,NO
00c7c9f9.xpr,U+0054,T,54,1708,2,42,66,1,42,CLEAN_JPN_PRESERVED,,,,,,8ce0a50ef8f16b0051b29a7e4e1391678b71e9f2b3227bf2762172c71efd9e32,NO
00c7c9f9.xpr,U+0055,U,55,1752,2,39,66,2,40,CLEAN_JPN_PRESERVED,,,,,,b3f3fc8f7a76ca8c095818329eff7a896a0b46dd8d059040960dbf9ecaa7f547,NO
00c7c9f9.xpr,U+0056,V,56,1793,2,43,66,1,43,CLEAN_JPN_PRESERVED,,,,,,5a2d4b98845298c005854bcd818fc3096fd4e8a900bdfc7a8326b3743c38a780,NO
00c7c9f9.xpr,U+0057,W,57,1838,2,55,66,1,55,CLEAN_JPN_PRESERVED,,,,,,5c2abd8a8396339cb0e34d9eab6ff07154a32718f0a9009c54805adb8a7998f0,NO
00c7c9f9.xpr,U+0058,X,58,1895,2,43,66,1,43,CLEAN_JPN_PRESERVED,,,,,,38d331f5aeb9139784528a5ce342b2f19b90167fc7216ac38bf2294991bf58e4,NO
00c7c9f9.xpr,U+0059,Y,59,1940,2,44,66,1,44,CLEAN_JPN_PRESERVED,,,,,,0b0fdf5125a656ffc29a3648f7073d19d3173daefbd820a4434f0f537ab9e2ef,NO
00c7c9f9.xpr,U+005A,Z,60,1986,2,36,66,1,37,CLEAN_JPN_PRESERVED,,,,,,87e6abab7af44420c3b2682046e6f78e5b8bd07fb6264b8f0ce5034f1456e9e3,NO
00c7c9f9.xpr,U+005B,[,61,2024,2,18,66,3,19,CLEAN_JPN_PRESERVED,,,,,,a68ad62d2512cd0d69ac41fbe3a9f5c99d77c61c661ee8f33a4ae82049d441f5,NO
00c7c9f9.xpr,U+005C,\,62,2044,2,47,66,2,47,CLEAN_JPN_PRESERVED,,,,,,8da07646366e7a55e979d63b9148e30349aeb83796d4faa16c29b10eb8f3c785,NO
00c7c9f9.xpr,U+005D,],63,2093,2,18,66,2,20,CLEAN_JPN_PRESERVED,,,,,,2d45afac848abbd187b7b22c3318c95456179d30d00915120209dda6ca0110b4,NO
00c7c9f9.xpr,U+005E,^,64,2113,2,26,66,2,27,CLEAN_JPN_PRESERVED,,,,,,0de46957e1419de49221f8ce971b48428b25a228f8610f2a8a125db780f630da,NO
00c7c9f9.xpr,U+005F,_,65,2141,2,34,66,0,34,CLEAN_JPN_PRESERVED,,,,,,833190e305d08f5b48362534b59b538dda9fc0a079ef446b8d7808f90a599652,NO
00c7c9f9.xpr,U+0060,`,66,2177,2,17,66,2,18,CLEAN_JPN_PRESERVED,,,,,,cdd6d01d50332b87f563d892f86bae641f0ca74ad4a12de1b8d32e9a959e9de4,NO
00c7c9f9.xpr,U+0061,a,67,2196,2,34,66,2,33,CLEAN_JPN_PRESERVED,,,,,,0909341425b1063bbc8259ccb5d72d4de81507df801c6d9ee2264ecff26dcefe,NO
00c7c9f9.xpr,U+0062,b,68,2232,2,33,66,0,34,CLEAN_JPN_PRESERVED,,,,,,191fadd34016a6127860173bd2d2e050b16cc7d41151bd8c3f8a898a98dc698b,NO
00c7c9f9.xpr,U+0063,c,69,2267,2,30,66,2,31,CLEAN_JPN_PRESERVED,,,,,,87727340f37d7eb60437b34290a85d1c8f59b38b9324629862a6a427268a320f,NO
00c7c9f9.xpr,U+0064,d,70,2299,2,33,66,2,32,CLEAN_JPN_PRESERVED,,,,,,0f65e586d0150b936af83eefcb5c412481eb476a606e1f6be779fa3d7e8cc7c9,NO
00c7c9f9.xpr,U+0065,e,71,2334,2,31,66,2,32,CLEAN_JPN_PRESERVED,,,,,,cd9cfb5632b125578c5f835ac48dfa8bb7873118189e78b2f4f01fecb625c842,NO
00c7c9f9.xpr,U+0066,f,72,2367,2,23,66,1,23,CLEAN_JPN_PRESERVED,,,,,,32e189865669d52a2158ff12afd9a46bd87322c280d14136bc44f02dbfa7e7cc,NO
00c7c9f9.xpr,U+0067,g,73,2392,2,35,66,2,36,CLEAN_JPN_PRESERVED,,,,,,512d782e24ab41145a4362205e77fcdede6e99ccf8084741592583eb902ac677,NO
00c7c9f9.xpr,U+0068,h,74,2429,2,30,66,1,30,CLEAN_JPN_PRESERVED,,,,,,e329ff4d44c8ef66588dec90c3c332156c28a581c42ff51308235d9166ed97a7,NO
00c7c9f9.xpr,U+0069,i,75,2461,2,7,66,2,8,CLEAN_JPN_PRESERVED,,,,,,6a70a9d17f7eed9326574a88902254c2fb702a2508d78b35695f71540affcc11,NO
00c7c9f9.xpr,U+006A,j,76,2470,2,16,66,0,17,CLEAN_JPN_PRESERVED,,,,,,788f6eabaae4ed1550ca67c0d96a82b82fa67c05059bd3ada6cec53249033e7c,NO
00c7c9f9.xpr,U+006B,k,77,2488,2,31,66,2,30,CLEAN_JPN_PRESERVED,,,,,,cd01213a813514bb7ecd1d93ce86b1162a79a3119a60d8521d0fe6c2893ecdcc,NO
00c7c9f9.xpr,U+006C,l,78,2521,2,6,66,2,7,CLEAN_JPN_PRESERVED,,,,,,731c9fe52c43182243629a8675a88e2076c885bcefc61a7196166b2cb4845f1b,NO
00c7c9f9.xpr,U+006D,m,79,2529,2,49,66,2,49,CLEAN_JPN_PRESERVED,,,,,,a43f5a5e1cf9c709424c09a802731dabab00fb4f696504be56db8ebac75a549a,NO
00c7c9f9.xpr,U+006E,n,80,2580,2,30,66,2,30,CLEAN_JPN_PRESERVED,,,,,,2dfdad87fa3744e4463a55ad78696e89c8fadb599c967db52be8e4b0fa75e358,NO
00c7c9f9.xpr,U+006F,o,81,2612,2,31,66,1,31,CLEAN_JPN_PRESERVED,,,,,,0cb7061972e192db1eac0242b84ac50b760fcd7ee8ee6d658c3e29e6b89f7fcc,NO
00c7c9f9.xpr,U+0070,p,82,2645,2,31,66,0,32,CLEAN_JPN_PRESERVED,,,,,,653f2ba7053476fad6e89489ab4549ae79a1beced6e398158b5e86e326a76dc6,NO
00c7c9f9.xpr,U+0071,q,83,2678,2,31,66,2,30,CLEAN_JPN_PRESERVED,,,,,,2fce2d37bc41cf6fc612d7b91430fe339c80ff373a266d418fcef3a21d0ecf8b,NO
00c7c9f9.xpr,U+0072,r,84,2711,2,22,66,2,22,CLEAN_JPN_PRESERVED,,,,,,4bc744d19a8d19192ab102697256f086a0c951a74b3465a142a7b5b2303e0ea3,NO
00c7c9f9.xpr,U+0073,s,85,2735,2,27,66,1,27,CLEAN_JPN_PRESERVED,,,,,,8092eba211105daa9f57243d60c58043f743a637656428e2d635641be8fff9bd,NO
00c7c9f9.xpr,U+0074,t,86,2764,2,24,66,1,24,CLEAN_JPN_PRESERVED,,,,,,40f0b909cf787cd39144a32497260af5d9627b4e39f0ffa6f67b8f240f0101e9,NO
00c7c9f9.xpr,U+0075,u,87,2790,2,30,66,2,30,CLEAN_JPN_PRESERVED,,,,,,b3acd377a4e4c06fa866e35941e298733eb82f72e99d23f078b71e27db9f3802,NO
00c7c9f9.xpr,U+0076,v,88,2822,2,35,66,1,35,CLEAN_JPN_PRESERVED,,,,,,f0114189f3380dc334d22da70dc1c786461aa6db5d0fd150e25413e6c299e596,NO
00c7c9f9.xpr,U+0077,w,89,2859,2,51,66,1,51,CLEAN_JPN_PRESERVED,,,,,,c597829b4e4d06ca33d76896b7239bf86643807aee89e3e1214a16276aeac927,NO
00c7c9f9.xpr,U+0078,x,90,2912,2,36,66,1,36,CLEAN_JPN_PRESERVED,,,,,,9a4f5e872ddcc037a87b451031717853f3cacd7ff3a94055c32283c5151f2b88,NO
00c7c9f9.xpr,U+0079,y,91,2950,2,34,66,1,34,CLEAN_JPN_PRESERVED,,,,,,18645445525bbd5581b6178d6b6f847327f7c455d97c150545ead09bc703b31d,NO
00c7c9f9.xpr,U+007A,z,92,2986,2,28,66,1,29,CLEAN_JPN_PRESERVED,,,,,,4f5cdb9b06b918d53f02c9434ba4dc525dfd3a6b5faec321fdf94afe2c3371ca,NO
00c7c9f9.xpr,U+007B,{,93,3016,2,19,66,1,19,CLEAN_JPN_PRESERVED,,,,,,0288a1900fda49c52f3b6df68669f614a9f3c7b58cbd88f1eac9cf5bac423c4a,NO
00c7c9f9.xpr,U+00A9,©,94,3037,2,47,66,2,50,CLEAN_JPN_PRESERVED,,,,,,94341fbcdd5184a61bfa13c569331e45ea2581255ead07398ae199cac0319eaa,NO
00c7c9f9.xpr,U+00AE,®,95,3086,2,47,66,2,50,CLEAN_JPN_PRESERVED,,,,,,861b737c5161a6e8fdaf256095e9fcb518a7a88709ce68596e214524985f1665,NO
00c7c9f9.xpr,U+00B0,°,96,3135,2,17,66,1,18,CLEAN_JPN_PRESERVED,,,,,,d7331eefb3d57716948dd0fc002d138ffac189d9ae36e71e9f466f1f3d52ea71,NO
00c7c9f9.xpr,U+00CD,Í,97,3154,2,12,66,5,16,CLEAN_JPN_PRESERVED,,,,,,f0103121caa0d92cbf6844afb5e5402608ab09cdd8643b494374f1262cc994c3,NO
00c7c9f9.xpr,U+00D7,×,98,3168,2,44,66,2,45,CLEAN_JPN_PRESERVED,,,,,,289977c47a8cf013291e6f7c908a9cbac6a1ec12eab0db89ca268e4ac61d3b9e,NO
00c7c9f9.xpr,U+00E8,è,99,3214,2,32,67,2,31,CLEAN_JPN_PRESERVED,,,,,,cbe13bf0b0d26b87763a5725fbbe27c526b5d4f6ea822f81e700b861338a6aba,NO
00c7c9f9.xpr,U+00E9,é,100,3248,2,32,67,2,31,CLEAN_JPN_PRESERVED,,,,,,3b396da7dcd5cc5c1ae82730550f2353d2a8a33a2e68dbe5cb035a947db60dd6,NO
00c7c9f9.xpr,U+00F3,ó,101,3282,2,31,67,1,31,CLEAN_JPN_PRESERVED,,,,,,3c141cb9feb9cd594dde98184777638a6f82d458e2c2a0f90a59f4fc3d580b0b,NO
00c7c9f9.xpr,U+2015,―,102,3315,2,66,66,0,66,CLEAN_JPN_PRESERVED,,,,,,15a0419f733ef52bbaa2ff48666d250d151fcdbd03a3b7640aa0e08d44260f9f,NO
00c7c9f9.xpr,U+201C,“,103,3383,2,33,66,8,35,CLEAN_JPN_PRESERVED,,,,,,d2db8f339b696b3be2929da6526c4cb779e528631d665be24bc3d5f3b8ee5afb,NO
00c7c9f9.xpr,U+201D,”,104,3418,2,33,66,2,41,CLEAN_JPN_PRESERVED,,,,,,1bb4ab61cf8ffac6348b6646a1973526d89419c2b6de9c82ee77ee40062ef148,NO
00c7c9f9.xpr,U+2026,…,105,3453,2,66,66,7,73,CLEAN_JPN_PRESERVED,,,,,,cbdab8ae4fe4636075886fe315b6a74f982e8f3f5130337ec752c00305cb0732,NO
00c7c9f9.xpr,U+203B,※,106,3521,2,66,66,6,72,CLEAN_JPN_PRESERVED,,,,,,c6f2f246841fbd991e36e0e7f436eb4bc3ca026e4655bf5c9fcc9150bff21cea,NO
00c7c9f9.xpr,U+2103,℃,107,3589,2,60,66,1,61,CLEAN_JPN_PRESERVED,,,,,,17d66e794bf09eb5a9badc1c786a10ab4e4ea01d6134f0f4b40dae327d8bc647,NO
00c7c9f9.xpr,U+2122,™,108,3651,2,54,66,1,54,CLEAN_JPN_PRESERVED,,,,,,2d4492dc012ecfae62a7ed0d39b6bf44cf1f311461f8eae561e432ef8c92d509,NO
00c7c9f9.xpr,U+2193,↓,109,3707,2,66,66,19,85,CLEAN_JPN_PRESERVED,,,,,,f211eb4ff75628a74dc24e9371bd14d92ad259502ef9a5960c8ee875b77410b1,NO
00c7c9f9.xpr,U+25A1,□,110,3775,2,66,66,8,74,CLEAN_JPN_PRESERVED,,,,,,652b35944c75ecfc328a7abbd95a20c2bb179eb116bf4c871171192b98eac698,NO
00c7c9f9.xpr,U+25B3,△,111,3843,2,66,66,4,70,CLEAN_JPN_PRESERVED,,,,,,f1ef3eca53c65437f06053537ca4428e05b6a406da3244b9fe4e016248fdd3e8,NO
00c7c9f9.xpr,U+25CB,○,112,3911,2,66,66,3,69,CLEAN_JPN_PRESERVED,,,,,,03a517feeb2aa8d3732acc05559857d5caee8751e47bbfee3823682083e04111,NO
00c7c9f9.xpr,U+25CF,●,113,3979,2,66,66,3,69,CLEAN_JPN_PRESERVED,,,,,,83b8c0a1bbf4c55c1f4e93ee99ac770b07228c96cf8d7bc33a985583fafde7d1,NO
00c7c9f9.xpr,U+2605,★,114,2,71,66,66,3,69,CLEAN_JPN_PRESERVED,,,,,,0bf89791f803af1b54f6c2ed226692fc0f1930c8384d42fd6fe9458a377ba538,NO
00c7c9f9.xpr,U+266A,♪,115,70,71,40,66,2,41,CLEAN_JPN_PRESERVED,,,,,,06094cd7ff60222a01230aec08d99937c0c2c5ac42deb51c7f8eb2dc5562f7f3,NO
00c7c9f9.xpr,U+3000,　,116,112,71,33,66,0,65,CLEAN_JPN_PRESERVED,,,,,,d829b788400f3307866dfe4cff18905d7d1c3134547e5895c6518d87bc016573,NO
00c7c9f9.xpr,U+3001,、,117,147,71,33,66,2,48,CLEAN_JPN_PRESERVED,,,,,,c8154d92823106966256b82869013967c6a3e8bae196ffba843c478ece9e0a5a,NO
00c7c9f9.xpr,U+3002,。,118,182,71,33,66,2,46,CLEAN_JPN_PRESERVED,,,,,,c1157bedaf333ecd18ae735a2aec5d26b79a29f60735c6b7fef1683a872162c7,NO
00c7c9f9.xpr,U+3005,々,119,217,71,66,66,10,76,CLEAN_JPN_PRESERVED,,,,,,6d98c5ae3ef6b755b1efc72c627be06f6af56bbb218317b9ee5decaee7d62e43,NO
00c7c9f9.xpr,U+3007,〇,120,285,71,66,66,4,70,CLEAN_JPN_PRESERVED,,,,,,9e33b46df34e81583d9ba0314fc9e7a3757816619843c86e4af8a448abf8303f,NO
00c7c9f9.xpr,U+300A,《,121,353,71,33,66,0,35,CLEAN_JPN_PRESERVED,,,,,,dc71e2f1d6de82af5e032f014f9ebdd1ede1563ae6216ec7b3420ea341d9bd41,NO
00c7c9f9.xpr,U+300B,》,122,388,71,33,66,2,33,CLEAN_JPN_PRESERVED,,,,,,46d767a461f6cccaeaa7d380c4eccd001252a53f5d81d5000566d4a41e6e960f,NO
00c7c9f9.xpr,U+300C,「,123,423,71,33,66,8,35,CLEAN_JPN_PRESERVED,,,,,,1d1abdded475878e86a69bf3837c2efee99679635bd92ebf2770e7a86eb23822,NO
00c7c9f9.xpr,U+300D,」,124,458,71,33,66,2,41,CLEAN_JPN_PRESERVED,,,,,,145cd896663f7e70df1fd57f4f5a531fd23df1116b1bbf91b385e06698eb4461,NO
00c7c9f9.xpr,U+300E,『,125,493,71,33,66,8,35,CLEAN_JPN_PRESERVED,,,,,,12029e032687625a70e209eab58181aa9801dc8fbcbfa3cc785d8c10d980ae5f,NO
00c7c9f9.xpr,U+300F,』,126,528,71,33,66,2,41,CLEAN_JPN_PRESERVED,,,,,,bf5e55c460ff404e5023190c8681cb348c8b1517f4162cb66a7503daa6b65a1e,NO
00c7c9f9.xpr,U+3010,【,127,563,71,33,66,9,35,CLEAN_JPN_PRESERVED,,,,,,0840f7b495dcb02c928b43d79cdf912b24ebcadd446ac53e429a03e5e58b120d,NO
00c7c9f9.xpr,U+3011,】,128,598,71,33,66,2,43,CLEAN_JPN_PRESERVED,,,,,,426e5e24363a358f89c1859a844dbee95e380a277b0db8badefcb26677dcb608,NO
00c7c9f9.xpr,U+3041,ぁ,129,633,71,48,66,2,51,CLEAN_JPN_PRESERVED,,,,,,3989236e7c3fa7d9a34497ac70e83aba27d76318966571a16488c84e80830e8e,NO
00c7c9f9.xpr,U+3042,あ,130,683,71,58,66,2,61,CLEAN_JPN_PRESERVED,,,,,,4b96fec12c1d084a18077362b2a5473395ff58479cbcd6f12d4882c1631d3c10,NO
00c7c9f9.xpr,U+3043,ぃ,131,743,71,48,66,3,50,CLEAN_JPN_PRESERVED,,,,,,2333a5d5378a356da7c741b4d421409f0430ac7defd6ccbde990d96659c376df,NO
00c7c9f9.xpr,U+3044,い,132,793,71,57,66,3,59,CLEAN_JPN_PRESERVED,,,,,,fcf7da3ac01ef83223ac731c2aac0a8e86966740fc995d643937f43362395cab,NO
00c7c9f9.xpr,U+3045,ぅ,133,852,71,38,66,2,41,CLEAN_JPN_PRESERVED,,,,,,315abdb6afa57e7c69ee39824b9def6dabba629f88533a70100af0a5a4ec2f50,NO
00c7c9f9.xpr,U+3046,う,134,892,71,45,66,2,47,CLEAN_JPN_PRESERVED,,,,,,b9c25d561c3b5322661ac95cfec411f3faed0168f1469aff101289b7b64780ba,NO
00c7c9f9.xpr,U+3047,ぇ,135,939,71,48,66,2,50,CLEAN_JPN_PRESERVED,,,,,,b596272b4cca68ce2532ea858ae89777048d764980af00fe948ac63f7acee2dc,NO
