resource_class,file_id,json_path,csv_path,json_exists,csv_exists,json_rows,csv_rows,matched_rows,text_equal_rows,text_different_rows,json_only_rows,csv_only_rows,canonical_source,production_compiler,builder,builder_translation_input,status,notes
SLOT_OLANG,5D06C8DE,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D06C8DE.json,translations/slot_olang/5D06C8DE.csv,true,true,202,202,202,202,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D09325F,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D09325F.manifest.json,translations/slot_olang/5D09325F.csv,true,true,107,107,107,107,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=4; explicit manifest canonical
SLOT_OLANG,5D0A5DB1,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D0A5DB1.json,translations/slot_olang/5D0A5DB1.csv,true,true,5,5,5,5,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D0A7130,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D0A7130.json,translations/slot_olang/5D0A7130.csv,true,true,7,7,7,7,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D140CA7,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D140CA7.json,translations/slot_olang/5D140CA7.csv,true,true,70,70,70,70,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D147608,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D147608.json,translations/slot_olang/5D147608.csv,true,true,107,107,107,107,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D15C941,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D15C941.json,translations/slot_olang/5D15C941.csv,true,true,146,146,146,146,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D1708FB,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D1708FB.json,translations/slot_olang/5D1708FB.csv,true,true,5,5,5,5,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D1A33A6,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D1A33A6.json,translations/slot_olang/5D1A33A6.csv,true,true,17,17,17,17,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D1A33A7,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D1A33A7.json,translations/slot_olang/5D1A33A7.csv,true,true,16,16,16,16,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D1A33A8,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D1A33A8.json,translations/slot_olang/5D1A33A8.csv,true,true,27,27,27,27,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D1A33A9,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D1A33A9.json,translations/slot_olang/5D1A33A9.csv,true,true,14,14,14,14,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D1A33AA,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D1A33AA.json,translations/slot_olang/5D1A33AA.csv,true,true,14,14,14,14,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D1B7B4B,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D1B7B4B.json,translations/slot_olang/5D1B7B4B.csv,true,true,18,18,18,18,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D1DF209,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D1DF209.json,translations/slot_olang/5D1DF209.csv,true,true,82,82,82,81,1,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS_NORMALIZED_DIFFERENCE,canonical_json_artifacts=1; normalized whitespace-only cn_text at unique_index=13
SLOT_OLANG,5D2088CC,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D2088CC.json,translations/slot_olang/5D2088CC.csv,true,true,47,47,47,47,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D218EA9,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D218EA9.json,translations/slot_olang/5D218EA9.csv,true,true,9,9,9,9,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D22B9C8,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D22B9C8.json,translations/slot_olang/5D22B9C8.csv,true,true,31,31,31,31,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D22E834,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D22E834.json,translations/slot_olang/5D22E834.csv,true,true,1,1,1,1,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D2362B8,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D2362B8.json,translations/slot_olang/5D2362B8.csv,true,true,192,192,192,192,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D24C900,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D24C900.json,translations/slot_olang/5D24C900.csv,true,true,62,62,62,62,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D272813,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D272813.json,translations/slot_olang/5D272813.csv,true,true,27,27,27,27,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D2B7C21,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D2B7C21.json,translations/slot_olang/5D2B7C21.csv,true,true,5,5,5,5,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D2DCCC3,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D2DCCC3.json,translations/slot_olang/5D2DCCC3.csv,true,true,24,24,24,24,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D2E0FEE,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D2E0FEE.json,translations/slot_olang/5D2E0FEE.csv,true,true,592,592,592,592,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D396407,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D396407.json,translations/slot_olang/5D396407.csv,true,true,47,47,47,47,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D396408,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D396408.json,translations/slot_olang/5D396408.csv,true,true,71,71,71,71,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF52D,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF52D.json,translations/slot_olang/5D3AF52D.csv,true,true,110,110,110,110,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF54D,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF54D.json,translations/slot_olang/5D3AF54D.csv,true,true,115,115,115,115,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF56D,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF56D.json,translations/slot_olang/5D3AF56D.csv,true,true,5,5,5,5,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF58D,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF58D.json,translations/slot_olang/5D3AF58D.csv,true,true,5,5,5,5,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF5AD,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF5AD.json,translations/slot_olang/5D3AF5AD.csv,true,true,21,21,21,21,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF5CD,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF5CD.json,translations/slot_olang/5D3AF5CD.csv,true,true,79,79,79,79,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF60D,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF60D.json,translations/slot_olang/5D3AF60D.csv,true,true,12,12,12,12,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF62D,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF62D.json,translations/slot_olang/5D3AF62D.csv,true,true,4,4,4,4,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF90D,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF90D.json,translations/slot_olang/5D3AF90D.csv,true,true,4,4,4,4,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF92D,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF92D.json,translations/slot_olang/5D3AF92D.csv,true,true,81,81,81,81,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF952,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF952.json,translations/slot_olang/5D3AF952.csv,true,true,1,1,1,1,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF96D,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF96D.json,translations/slot_olang/5D3AF96D.csv,true,true,101,101,101,101,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF98D,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF98D.json,translations/slot_olang/5D3AF98D.csv,true,true,15,15,15,15,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF992,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF992.json,translations/slot_olang/5D3AF992.csv,true,true,10,10,10,10,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF9AD,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF9AD.json,translations/slot_olang/5D3AF9AD.csv,true,true,45,45,45,45,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
SLOT_OLANG,5D3AF9CD,work/luna_translation_templates/sol_translation_mappings/SLOT_OLANG/5D3AF9CD.json,translations/slot_olang/5D3AF9CD.csv,true,true,172,172,172,172,0,0,0,JSON_CANONICAL_CSV_GENERATED,tools/Compile-ProductionTranslations.py::main/compile_files/build_manifest,tools/Build-JpnSlotOlangFromManifest.py::read_manifest/translated_texts,build/translation/compiled_translation_manifest.csv (SLOT_OLANG rows),PASS,canonical_json_artifacts=1
