resource_type,container,page,page_entry_start,page_entry_capacity,tag_index,file_id,payload_variant_index,occurrence_count,occurrence_locations,archive_entry_index,archive_entry_name,entity_index,entity_key,entity_key_occurrence,reference_index,ordinal_in_entity,language_key,style,body_relative_offset,text_absolute_offset,text_encoding,text_byte_length,terminator_present,text_group_id,control_tokens,jpn_text,mlg_cn_reference,eng_reference,reference_status,reference_method,reference_reason,cn_text
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,4,00094877,0,64,4,00000DB0,0x00000402,4856,8168,UTF-8,210,true,TXT_313FC3A2789EDCD3,"[""<I=DEC>"",""<I=△>""]","左スティックで画面の表示位置を変更できます。
LTとRTで画面の表示倍率を変更できます。
<I=DEC>で決定します。
<I=△>でデフォルトの表示設定に戻ります。","用左摇杆移动画面位置。
用 LT 与 RT 更改缩放级别。
按 <I=DEC> 应用更改。
要恢复默认显示设置，请按 <I=△>。","Move the screen position using the left stick.
Change the zoom level with LT and RT.
Press <I=DEC> to apply your changes.
To restore the default display settings, press <I=△>.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,13,00284A42,0,70,4,00000DB0,0x00000402,5182,8494,UTF-8,130,true,TXT_8999D15075A8ABFD,[],"画面の表示設定を行います。
背景を囲う赤線が画面にピッタリ収まるように調整してください。","编辑画面显示设置。
请调整显示，直到红线
与背景边缘完全贴合屏幕为止。","Edit screen display settings.
Adjust the display until the red lines surrounding
the background fit the screen perfectly.",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,32,009E1DF8,0,76,4,00000DB0,0x00000402,5120,8432,UTF-8,60,true,TXT_E606438A13A9E16F,[],画面の表示設定を変更することができます。,编辑画面显示设置。,Edit screen display settings.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,3,00069574,0,82,4,00000DB0,0x00000402,5314,8626,UTF-8,12,true,TXT_731063A9A11061FC,[],画面表示,画面显示,Screen Display,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,25,0051550B,0,88,4,00000DB0,0x00000402,4610,7922,UTF-8,42,true,TXT_D174E70E5D4C86E4,[],タイトルメニューに戻ります。,返回标题菜单。,Return to title menu.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,20,003DA827,0,94,4,00000DB0,0x00000402,4654,7966,UTF-8,33,true,TXT_4BBDE9F0F445A2E0,[],タイトルメニューに戻る,返回标题菜单,Return to title menu,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,34,00AE4365,0,100,4,00000DB0,0x00000402,5094,8406,UTF-8,24,true,TXT_1AE0C4DC67378788,[],新潟弁バージョン,,,AUX_EMPTY,exact_jpn_loose_file_and_reference_index,auxiliary bank contains an empty string at this coordinate,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,33,00AE4364,0,106,4,00000DB0,0x00000402,4768,8080,UTF-8,39,true,TXT_34F51FA304DD7CE1,[],ヒューマンボイスバージョン,人类语音,Human voice,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,36,00C610C0,0,112,4,00000DB0,0x00000402,4704,8016,UTF-8,24,true,TXT_40455C3A4993612C,[],デフォルトボイス,默认语音,Default voice,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,16,00321860,0,118,4,00000DB0,0x00000402,2960,6272,UTF-8,29,true,TXT_4F6623F2228E8387,[],SFマガジン/2010年7月号,,,AUX_EMPTY,exact_jpn_loose_file_and_reference_index,auxiliary bank contains an empty string at this coordinate,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,17,003726D7,0,128,8,00000DB0,0x00000402,5438,8750,UTF-8,15,true,TXT_4A47791334A2409C,[],雑誌データ,杂志,Magazines,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,17,003726D7,0,129,9,00000DB0,0x00000402,5438,8750,UTF-8,15,true,TXT_4A47791334A2409C,[],雑誌データ,杂志,Magazines,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,14,002CC2B4,0,136,4,00000DB0,0x00000402,4256,7568,UTF-8,134,true,TXT_AB368CEE626F5C3A,[],ゲーム中に使用する雑誌データやAI兵器の音声の管理や画面の表示設定を変更することができます。,编辑画面显示设置并更改游戏中使用的AI武器语音。,Edit screen display settings and change which AI weapon voices are used in the game.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,12,0027F9E4,0,142,4,00000DB0,0x00000402,4478,7790,UTF-8,110,true,TXT_F1C870E928997CFA,[],ゲーム中に使用する雑誌データ・AI兵器音声データを切り替えることができます。,更改游戏中使用的AI武器语音。,Change which AI weapon voices are used in the game.,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,39,00E280FD,0,148,4,00000DB0,0x00000402,4730,8042,UTF-8,15,true,TXT_0E37BAF67BD6A79E,[],データ管理,数据管理,Data Management,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,11,00262CCE,0,154,4,00000DB0,0x00000402,5068,8380,UTF-8,24,true,TXT_28EAC257E75954DA,[],広島弁バージョン,,,AUX_EMPTY,exact_jpn_loose_file_and_reference_index,auxiliary bank contains an empty string at this coordinate,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,10,00262CCD,0,160,4,00000DB0,0x00000402,4768,8080,UTF-8,39,true,TXT_34F51FA304DD7CE1,[],ヒューマンボイスバージョン,人类语音,Human voice,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,22,003DFA29,0,166,4,00000DB0,0x00000402,4704,8016,UTF-8,24,true,TXT_40455C3A4993612C,[],デフォルトボイス,默认语音,Default voice,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,6,0017B116,0,172,4,00000DB0,0x00000402,5412,8724,UTF-8,24,true,TXT_6CB8BFC89F55E2C2,[],関西弁バージョン,,,AUX_EMPTY,exact_jpn_loose_file_and_reference_index,auxiliary bank contains an empty string at this coordinate,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,5,0017B115,0,178,4,00000DB0,0x00000402,4768,8080,UTF-8,39,true,TXT_34F51FA304DD7CE1,[],ヒューマンボイスバージョン,人类语音,Human voice,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,15,002F7E71,0,184,4,00000DB0,0x00000402,4704,8016,UTF-8,24,true,TXT_40455C3A4993612C,[],デフォルトボイス,默认语音,Default voice,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,1,0002D357,0,190,4,00000DB0,0x00000402,4828,8140,UTF-8,27,true,TXT_A185B0DDEC675EAF,[],名古屋弁バージョン,,,AUX_EMPTY,exact_jpn_loose_file_and_reference_index,auxiliary bank contains an empty string at this coordinate,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,0,0002D356,0,196,4,00000DB0,0x00000402,4768,8080,UTF-8,39,true,TXT_34F51FA304DD7CE1,[],ヒューマンボイスバージョン,人类语音,Human voice,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,9,001AA0B2,0,202,4,00000DB0,0x00000402,4704,8016,UTF-8,24,true,TXT_40455C3A4993612C,[],デフォルトボイス,默认语音,Default voice,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,28,0072208F,0,208,4,00000DB0,0x00000402,5370,8682,UTF-8,41,true,TXT_220702E89B28B1EB,[],荒川アンダーザブリッジ 第8巻,,,AUX_EMPTY,exact_jpn_loose_file_and_reference_index,auxiliary bank contains an empty string at this coordinate,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,27,0072208D,0,214,4,00000DB0,0x00000402,5328,8640,UTF-8,41,true,TXT_2CB051CFE5ACC33A,[],荒川アンダーザブリッジ 第6巻,,,AUX_EMPTY,exact_jpn_loose_file_and_reference_index,auxiliary bank contains an empty string at this coordinate,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,8,00196F19,0,220,4,00000DB0,0x00000402,4808,8120,UTF-8,18,true,TXT_66528B4A81A980C2,[],ピューパ音声,Pupa 语音,Pupa Voices,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,26,00562679,0,226,4,00000DB0,0x00000402,4590,7902,UTF-8,18,true,TXT_34A85C10AFDE1C43,[],コクーン音声,Cocoon 语音,Cocoon Voices,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,29,0077305A,0,232,4,00000DB0,0x00000402,4138,7450,UTF-8,21,true,TXT_29C385C5F05250BF,[],クリサリス音声,Chrysalis 语音,Chrysalis Voices,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,18,003850A3,0,238,4,00000DB0,0x00000402,4746,8058,UTF-8,21,true,TXT_62309FE763A5E077,[],バシリスク音声,Basilisk 语音,Basilisk Voices,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/0005ee2f.olang,,,,,0005EE2F,0,1,0005ee2f.olang,,,21,003DB471,0,244,4,00000DB0,0x00000402,20,3332,UTF-8,23,true,TXT_948FB35D6DD65CED,[],AI兵器音声データ,AI兵器语音,AI Weapon Voices,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,1,005C7A78,0,4,4,00000DB0,0x00000402,20678,25286,UTF-8,128,true,TXT_844785C76E727DE4,"[""<I=DEC>"",""<I=CAN>"",""<I=MO_DEV_IT_*INFO_TOP_JAMP_0>"",""<I=MO_DEV_IT_*INFO_TOP_JAMP_1>""]","決定：<I=DEC> キャンセル：<I=CAN>
ジャンプ：<I=MO_DEV_IT_*INFO_TOP_JAMP_0> 詳細：<I=MO_DEV_IT_*INFO_TOP_JAMP_1>","确定：<I=DEC>  取消：<I=CAN>
跳转：<I=MO_DEV_IT_*INFO_TOP_JAMP_0>  更多信息：<I=MO_DEV_IT_*INFO_TOP_JAMP_1>","OK: <I=DEC>  CANCEL: <I=CAN>
JUMP: <I=MO_DEV_IT_*INFO_TOP_JAMP_0>  MORE INFO: <I=MO_DEV_IT_*INFO_TOP_JAMP_1>",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,0,00233641,0,10,4,00000DB0,0x00000402,20938,25546,UTF-8,75,true,TXT_5C24EB10E23ED092,"[""<I=DEC>"",""<I=CAN>"",""<I=MO_DEV_IT_*INFO_TOP>""]","決定：<I=DEC> キャンセル：<I=CAN>
詳細：<I=MO_DEV_IT_*INFO_TOP>","确定：<I=DEC>  取消：<I=CAN>
更多信息：<I=MO_DEV_IT_*INFO_TOP>","OK: <I=DEC>  CANCEL: <I=CAN>
MORE INFO: <I=MO_DEV_IT_*INFO_TOP>",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,2,0068DD78,0,16,4,00000DB0,0x00000402,18170,22778,UTF-8,40,true,TXT_FABD0E49098F4AF0,"[""<I=MO_DEV_IT_*INFO_MODEL>""]",ビューア：<I=MO_DEV_IT_*INFO_MODEL>,查看：<I=MO_DEV_IT_*INFO_MODEL>,VIEWER: <I=MO_DEV_IT_*INFO_MODEL>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,3,00233641,1,22,4,00000DB0,0x00000402,21014,25622,UTF-8,78,true,TXT_00256CB645EC0596,"[""<I=DEC>"",""<I=CAN>"",""<I=MO_DEV_MECHA_*INFO_TOP>""]","決定：<I=DEC> キャンセル：<I=CAN>
詳細：<I=MO_DEV_MECHA_*INFO_TOP>","确定：<I=DEC>  取消：<I=CAN>
更多信息：<I=MO_DEV_MECHA_*INFO_TOP>","OK: <I=DEC>  CANCEL: <I=CAN>
MORE INFO: <I=MO_DEV_MECHA_*INFO_TOP>",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,5,006A33A7,0,28,4,00000DB0,0x00000402,21274,25882,UTF-8,49,true,TXT_7228BD59CE6433F2,"[""<I=MO_DEV_METAL_*INFO_HELP_MODEL_VIEW02>""]",縮小：<I=MO_DEV_METAL_*INFO_HELP_MODEL_VIEW02>,缩小：<I=MO_DEV_METAL_*INFO_HELP_MODEL_VIEW02>,Reduce: <I=MO_DEV_METAL_*INFO_HELP_MODEL_VIEW02>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,4,006A33A6,0,34,4,00000DB0,0x00000402,19198,23806,UTF-8,49,true,TXT_14F3E8B12E9C648A,"[""<I=MO_DEV_METAL_*INFO_HELP_MODEL_VIEW01>""]",拡大：<I=MO_DEV_METAL_*INFO_HELP_MODEL_VIEW01>,放大：<I=MO_DEV_METAL_*INFO_HELP_MODEL_VIEW01>,Enlarge: <I=MO_DEV_METAL_*INFO_HELP_MODEL_VIEW01>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,7,005C7A78,1,40,4,00000DB0,0x00000402,20808,25416,UTF-8,128,true,TXT_50D934D7370A7BEC,"[""<I=DEC>"",""<I=CAN>"",""<I=MO_DEV_WP_*INFO_TOP_JAMP_0>"",""<I=MO_DEV_WP_*INFO_TOP_JAMP_1>""]","決定：<I=DEC> キャンセル：<I=CAN>
ジャンプ：<I=MO_DEV_WP_*INFO_TOP_JAMP_0> 詳細：<I=MO_DEV_WP_*INFO_TOP_JAMP_1>","确定：<I=DEC>  取消：<I=CAN>
跳转：<I=MO_DEV_WP_*INFO_TOP_JAMP_0>  更多信息：<I=MO_DEV_WP_*INFO_TOP_JAMP_1>","OK: <I=DEC>  CANCEL: <I=CAN>
JUMP: <I=MO_DEV_WP_*INFO_TOP_JAMP_0>  MORE INFO: <I=MO_DEV_WP_*INFO_TOP_JAMP_1>",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,6,00233641,2,46,4,00000DB0,0x00000402,21094,25702,UTF-8,75,true,TXT_E90648F708BE4C83,"[""<I=DEC>"",""<I=CAN>"",""<I=MO_DEV_WP_*INFO_TOP>""]","決定：<I=DEC> キャンセル：<I=CAN>
詳細：<I=MO_DEV_WP_*INFO_TOP>","确定：<I=DEC>  取消：<I=CAN>
更多信息：<I=MO_DEV_WP_*INFO_TOP>","OK: <I=DEC>  CANCEL: <I=CAN>
MORE INFO: <I=MO_DEV_WP_*INFO_TOP>",AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,8,0068DD78,1,52,4,00000DB0,0x00000402,18212,22820,UTF-8,40,true,TXT_DB2690D8EF05ACA4,"[""<I=MO_DEV_WP_*INFO_MODEL>""]",ビューア：<I=MO_DEV_WP_*INFO_MODEL>,查看：<I=MO_DEV_WP_*INFO_MODEL>,VIEWER: <I=MO_DEV_WP_*INFO_MODEL>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,18,00C8ADBD,0,58,4,00000DB0,0x00000402,21560,26168,UTF-8,47,true,TXT_99727797594FA105,"[""<I=MO_MODEL_VIEWER_*VIEWER06_ASSIGN02>""]",縮小：<I=MO_MODEL_VIEWER_*VIEWER06_ASSIGN02>,缩小：<I=MO_MODEL_VIEWER_*VIEWER06_ASSIGN02>,Zoom Out: <I=MO_MODEL_VIEWER_*VIEWER06_ASSIGN02>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,17,00C8ADBC,0,64,4,00000DB0,0x00000402,19484,24092,UTF-8,47,true,TXT_3A12A29EC9C7B543,"[""<I=MO_MODEL_VIEWER_*VIEWER06_ASSIGN01>""]",拡大：<I=MO_MODEL_VIEWER_*VIEWER06_ASSIGN01>,放大：<I=MO_MODEL_VIEWER_*VIEWER06_ASSIGN01>,Zoom In: <I=MO_MODEL_VIEWER_*VIEWER06_ASSIGN01>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,16,00A8ADBD,0,70,4,00000DB0,0x00000402,21512,26120,UTF-8,47,true,TXT_FBD4F548E5D37377,"[""<I=MO_MODEL_VIEWER_*VIEWER05_ASSIGN02>""]",縮小：<I=MO_MODEL_VIEWER_*VIEWER05_ASSIGN02>,缩小：<I=MO_MODEL_VIEWER_*VIEWER05_ASSIGN02>,Zoom Out: <I=MO_MODEL_VIEWER_*VIEWER05_ASSIGN02>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,15,00A8ADBC,0,76,4,00000DB0,0x00000402,19436,24044,UTF-8,47,true,TXT_CE22FF50866BAD4C,"[""<I=MO_MODEL_VIEWER_*VIEWER05_ASSIGN01>""]",拡大：<I=MO_MODEL_VIEWER_*VIEWER05_ASSIGN01>,放大：<I=MO_MODEL_VIEWER_*VIEWER05_ASSIGN01>,Zoom In: <I=MO_MODEL_VIEWER_*VIEWER05_ASSIGN01>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,14,0088ADBD,0,82,4,00000DB0,0x00000402,21464,26072,UTF-8,47,true,TXT_FACEC9448F69838E,"[""<I=MO_MODEL_VIEWER_*VIEWER04_ASSIGN02>""]",縮小：<I=MO_MODEL_VIEWER_*VIEWER04_ASSIGN02>,缩小：<I=MO_MODEL_VIEWER_*VIEWER04_ASSIGN02>,Zoom Out: <I=MO_MODEL_VIEWER_*VIEWER04_ASSIGN02>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,13,0088ADBC,0,88,4,00000DB0,0x00000402,19388,23996,UTF-8,47,true,TXT_7C8D19D30CCCB723,"[""<I=MO_MODEL_VIEWER_*VIEWER04_ASSIGN01>""]",拡大：<I=MO_MODEL_VIEWER_*VIEWER04_ASSIGN01>,放大：<I=MO_MODEL_VIEWER_*VIEWER04_ASSIGN01>,Zoom In: <I=MO_MODEL_VIEWER_*VIEWER04_ASSIGN01>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,12,0048ADBD,0,94,4,00000DB0,0x00000402,21416,26024,UTF-8,47,true,TXT_FA2ACA3F57852960,"[""<I=MO_MODEL_VIEWER_*VIEWER02_ASSIGN02>""]",縮小：<I=MO_MODEL_VIEWER_*VIEWER02_ASSIGN02>,缩小：<I=MO_MODEL_VIEWER_*VIEWER02_ASSIGN02>,Zoom Out: <I=MO_MODEL_VIEWER_*VIEWER02_ASSIGN02>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,11,0048ADBC,0,100,4,00000DB0,0x00000402,19340,23948,UTF-8,47,true,TXT_277D545C86CEDE39,"[""<I=MO_MODEL_VIEWER_*VIEWER02_ASSIGN01>""]",拡大：<I=MO_MODEL_VIEWER_*VIEWER02_ASSIGN01>,放大：<I=MO_MODEL_VIEWER_*VIEWER02_ASSIGN01>,Zoom In: <I=MO_MODEL_VIEWER_*VIEWER02_ASSIGN01>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
LOOSE_OLANG,JPN/Text/00225520.olang,,,,,00225520,0,1,00225520.olang,,,10,0028ADBD,0,106,4,00000DB0,0x00000402,21368,25976,UTF-8,47,true,TXT_F8CA8314FCAAEA99,"[""<I=MO_MODEL_VIEWER_*VIEWER01_ASSIGN02>""]",縮小：<I=MO_MODEL_VIEWER_*VIEWER01_ASSIGN02>,缩小：<I=MO_MODEL_VIEWER_*VIEWER01_ASSIGN02>,Zoom Out: <I=MO_MODEL_VIEWER_*VIEWER01_ASSIGN02>,AUX_CN_ATTACHED,exact_jpn_loose_file_and_reference_index,,
