file_id,record_index,segment_index,segment_count,header_size,record_size,aligned_size,timing_start,timing_end,text_start,text_end,text_capacity,jpn_text,mlg_cn_reference,eng_reference,reference_status,reference_method,reference_reason,cn_text
1C0FB26B,10,0,1,56,104,112,0,0,0,48,48,やるじゃないか！\nこの調子で頼む,就这样！继续加油！,That's the way! Keep it up!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,11,0,1,56,128,128,0,0,0,72,72,ミッションクリアだ\nマザーベースのみんなも喜ぶぞ,任务完成！母基地的大家一定会很高兴。,Mission complete! The folks back at Mother Base will be thrilled.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,12,0,1,56,95,96,0,0,0,39,39,やったな！\nこの調子で頼む,你做到了！继续加油！,You did it! Keep it up!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,13,0,1,56,107,112,0,0,0,51,51,さすがだな\nこの程度なら朝飯前か？,我就知道你能行。小菜一碟，对吧？,"I knew you could do it. Piece of cake, right?",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,14,0,1,56,123,128,0,0,0,67,67,ミッションクリアだ\nよくやってくれた スネーク,任务完成！干得好。,Mission complete! Great job.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,15,0,1,56,95,96,0,0,0,39,39,よくやった！\n帰投してくれ,干得好！回基地吧。,Good job! Return to base.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,16,0,1,56,119,128,0,0,0,63,63,頑張ったじゃないか\nこれからも期待してるぞ,嘿，刚才太棒了！我都等不及看你还有什么本事了。,"Hey, that was great! Can't wait to see what else you can do.",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,17,0,1,56,111,112,0,0,0,55,55,どうした 応答せよ！\n聞こえないのか？,喂！收到请回答！能听见我吗？,Hello! Come in! Can you hear me?,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,18,0,1,56,102,112,0,0,0,46,46,嫌な予感がする…気をつけてくれ,我不喜欢这种感觉…小心点。,I don't like this... Be careful.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,19,0,1,56,112,112,0,0,0,56,56,どうした そっちで何が起こっている…？,外面到底发生什么事了？！,What the hell's going on out there?!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,20,0,1,56,63,64,0,0,0,7,7,……,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,21,0,1,56,108,112,0,0,0,52,52,スネーク どうした\n聞こえないのか？,快回答！能收到吗？,Come in! Do you copy?,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,22,0,1,56,136,144,0,0,0,80,80,気をつけてくれ スネーク\n俺の調べによれば そこには…！,小心！如果我的情报没错，你旁边正好有…！,"Be careful, if my info is correct, you're right next to a...!",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,23,0,1,56,100,112,0,0,0,44,44,やばいよ そこには何かいる…！,天啊，外面有东西！,"Oh man, there's something out there!",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,24,0,1,56,89,96,0,0,0,33,33,"<R=終わり,ジ・エンド>だ",我是The End。,This is The End.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,25,0,1,56,110,112,0,0,0,54,54,どうした！？\nわしはここにいるぞ！！,怎么了？！我就在这儿！,What's wrong?! I'm right here!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,26,0,1,56,81,96,0,0,0,25,25,見つけてやるぞ！,我能感觉到！我能感觉到你的存在！,I can feel it! I can feel your presence!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=HARD_OVERFLOW,
1C0FB26B,27,0,1,56,91,96,0,0,0,35,35,感じるぞ 貴様の気配を！,我就是森林，我正在注视着你。,I am the forest and I am watching over you.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=HARD_OVERFLOW,
1C0FB26B,28,0,2,76,138,144,165,236,0,43,43,わしはおまえを見守っているぞ,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,28,1,2,76,138,144,0,0,43,62,19,森となって…,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,29,0,1,56,79,80,0,0,0,23,23,どうした 敵か？,怎么了？有敌人吗？,What's up? An enemy?,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=HARD_OVERFLOW,
1C0FB26B,30,0,1,56,107,112,0,0,0,51,51,何か見えるのか？\nもしかしてUMA！？,你看到什么了吗？会是未知生物吗？！,"You see anything? A UMA, maybe?!",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,31,0,1,56,125,128,0,0,0,69,69,よくやってくれた\nこれで彼らも浮かばれるだろう,你做得很好。他们终于可以安息了！,You did well. They'll finally be able to rest in peace!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,32,0,1,56,125,128,0,0,0,69,69,うまく行ったな\n霊に懐かれる前に帰ってきてくれ,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,33,0,1,56,122,128,0,0,0,66,66,あんたの声が\nさまよえる魂に届いたみたいだな,看来那些游荡的亡灵不知怎么地听到了你的声音。,Looks like the wandering spirits heard you somehow.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,34,0,1,56,126,128,0,0,0,70,70,よくやってくれた\nさまよえる魂よ 安らかに眠れ…,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,35,0,1,56,129,144,0,0,0,73,73,霊がいそうな場所？\n生憎 俺はとんと霊感がなくてな,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,36,0,1,56,105,112,0,0,0,49,49,あんた自身の霊感に頼ってみてくれ,靠你的第六感指引方向吧。,Let your sixth sense guide you.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,37,0,1,56,134,144,0,0,0,78,78,サラウンドインジケーターには\n霊の存在が現れると聞く,环绕指示器捕捉到了鬼魂的气息。,The Surround Indicator is picking up a ghostly presence.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,38,0,1,56,123,128,0,0,0,67,67,個人的に知りたいんだが…幽霊に脚はあるのか？,纯粹好奇…鬼魂到底有没有腿？,Just out of curiosity...do ghosts have legs or what?,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,39,0,1,56,95,96,0,0,0,39,39,怖くないの…？　\nすごい…,你一点都不害怕什么的吗…？哇…,You're not scared or anything...? Wow...,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=HARD_OVERFLOW,
1C0FB26B,40,0,1,56,122,128,0,0,0,66,66,"やっぱり <R= 幽霊 ,ファンタズマ>は実在するのね",鬼魂原来真的存在啊，嗯？,"Los fantasmas really exist after all, eh?",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,41,0,1,56,151,160,0,0,0,95,95,"早く<R=幽霊,ファンタズマ>の写真を撮ってくれよ\n俺も見てみたいんだ",快去拍一张鬼魂的照片。我超想看看。,Hurry and get a picture of a fantasma. I'm dying to see one.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,42,0,1,56,117,128,0,0,0,61,61,すごいな 撮れたのか？\n早く戻ってきてよ！,哇，你拍到了？快回来！,"Wow, you got one? Hurry back!",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,43,0,1,56,110,112,0,0,0,54,54,心霊写真？　\nトリックに決まってるさ,鬼魂的照片？那一定是某种骗局。,A photo of a ghost? It's gotta be some kind of hoax.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,44,0,1,56,128,128,0,0,0,72,72,幽霊？　興味ないわ\nハーピーなら見てみたいけど…,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,45,0,1,56,122,128,0,0,0,66,66,幽霊などいるはずがない\n写真になど写るものか,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,46,0,1,56,104,112,0,0,0,48,48,幽霊が消えた…!?　何をしたんだ？,鬼魂…不见了？！你做了什么？,The ghost is... gone?! What'd you do?,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,47,0,1,56,132,144,0,0,0,76,76,あの幽霊 \n瀕死の兵士からあまり離れないみたいだな…,看起来那些鬼魂不能离垂死的士兵们太远。,It looks like those ghosts can't stray too far from the dying soldiers.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,48,0,1,56,131,144,0,0,0,75,75,ファーストエイドだ！\n仲間に心臓マッサージを施せ！,你的战友需要急救！给他们做心肺复苏！,Your comrades need first aid! Give 'em CPR!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,49,0,1,56,117,128,0,0,0,61,61,倒れている仲間に心臓マッサージするんだ！,MSF的战友需要你！给他们做心肺复苏！,Your fellow MSF members need your help! Give them CPR!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,50,0,1,56,119,128,0,0,0,63,63,心臓マッサージして！\n仲間を助けてあげて！,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,51,0,1,56,165,176,0,0,0,109,109,幽霊がその兵士の体に吸い込まれてった…？\nすげえ 生き返らせたってことか？,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,52,0,1,56,137,144,0,0,0,81,81,兵士を蘇生したことで霊魂と肉体とが\n再融合したのか…？,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,53,0,1,56,136,144,0,0,0,80,80,くそ 幽霊の呪縛が解けたらしい！\n逃げろ 追ってくるぞ！,该死，鬼魂被放出来了！它冲你来了！快跑！,"Damn it, the ghost's been set loose! It's coming after you! RUN!",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,54,0,2,76,177,192,102,143,0,79,79,うわわ 気味悪い…！　\n幽霊を怒らせちゃったのかい？　,哇，这也太诡异了！,"Whoa, this is freaky!",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,54,1,2,76,177,192,0,0,79,101,22,一体何したの？,你做了什么让鬼魂这么生气？,What'd you do to make the ghost so mad?,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,55,0,1,56,134,144,0,0,0,78,78,捕虜の捜索には暗視装置が有効だ\n早く見つけ出してくれ,夜视仪很适合在黑夜里定位囚犯。快！,Night vision devices are good for locating prisoners in the dark. Hurry!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,56,0,1,56,101,112,0,0,0,45,45,独房へ急げ！\n仲間を救うんだ！,火速赶到牢房！你的兄弟需要你！,To the cell on the double! Your buddy needs you!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,57,0,1,56,122,128,0,0,0,66,66,仲間が急行している！\n到着まで耐え抜くんだ！,你的朋友正全速赶来！坚持住，撑到他到那儿！,Your friend's moving fast! Hang in there until he gets there!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,58,0,1,56,97,112,0,0,0,41,41,急げ 仲間の体力が持たない！,快——你伙伴的体力撑不了多久了！,Hurry up - your pal's stamina won't hold out much longer!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,59,0,1,56,129,144,0,0,0,73,73,タイムオーバーだ 彼を…救えなかった\n帰投してくれ,时间到。我们…我们没能救下他。返回基地。,Time's up. We... We weren't able to save him. Return to base.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,60,0,1,56,132,144,0,0,0,76,76,もういい 遅すぎた…仲間が死んだ…\nミッション失敗だ,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,61,0,1,56,155,160,0,0,0,99,99,他の敵兵とは明らかに身のこなしが違う兵士を捜せ\nそれがターゲットだ,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,62,0,1,56,97,112,0,0,0,41,41,動きのおかしな敵兵だ いいな,就是行动古怪的那个。明白了吗？,The one that's acting weird. Got it?,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,63,0,1,56,116,128,0,0,0,60,60,敵を通すなよ！　\nそこで食い止めてくれ！,拦住敌人，别让他们通过！,Stop the enemy in their tracks! Don't let them through!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,64,0,1,56,84,96,0,0,0,28,28,お願い…間に合って,请一定要来得及…,Please make it in time...,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,65,0,1,56,150,160,0,0,0,94,94,米兵だろうがなんだろうが 捕虜の虐待は許されない\n必ず助け出して,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,66,0,1,56,132,144,0,0,0,76,76,丸見えの場所に捕虜がいるのは おそらく罠\n気を付けて,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,67,0,1,56,85,96,0,0,0,29,29,時間がない 急いで！,没时间了！快！,There's no time! Hurry!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,68,0,1,56,119,128,0,0,0,63,63,彼らは君の助けを必要としている\n急いでくれ,那些家伙需要你的帮助。行动起来！,Those guys need your help. Get a move on!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,69,0,1,56,100,112,0,0,0,44,44,その兵士 怪しいんじゃないか？,那个士兵有点古怪，你不觉得吗？,"Something weird about that soldier, don't you think?",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,70,0,1,56,105,112,0,0,0,49,49,捕まっている人達を助けてあげて…,不惜一切代价去救那些囚犯。,Do whatever it takes to help those prisoners.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,71,0,1,56,119,128,0,0,0,63,63,捕虜は有能なゲリラらしい\nぜひ回収してくれ,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,72,0,1,56,111,112,0,0,0,55,55,時間がない！　\n早くしないと 彼らが…,我们快没时间了！你再不快点，他们就要…,"We're running out of time! If you don't hurry, they'll be...",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=HARD_OVERFLOW,
1C0FB26B,73,0,1,56,105,112,0,0,0,49,49,私なら捕虜は丁重に扱うんだがな…,我本应该对这些囚犯更客气一些…,I would have treated these prisoners with a bit more courtesy...,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,74,0,1,56,128,128,0,0,0,72,72,気をつけろ！　\n捕虜のそばに爆弾があるかもしれん,小心！那些囚犯旁边可能埋了炸弹。,Watch it! There might be bombs planted next to those prisoners.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,75,0,1,56,93,96,0,0,0,37,37,捕虜の回収が今回の目的だ,你当前的任务是救回囚犯。,Your current objective is to retrieve the prisoners.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,76,0,1,56,109,112,0,0,0,53,53,"お願い <R=FSLN,フレンテ>の兵士を助けて",拜托了，救救阵线的士兵们。,"Please, rescue the Frente soldiers.",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,77,0,1,56,111,112,0,0,0,55,55,"お願い 早く<R=同志,コンパ>を見つけて！",拜托，尽快找到我们的同志们！,"Please, find our compas as fast as possible!",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,78,0,1,56,91,96,0,0,0,35,35,頼む 同志を助けてくれ…,一定要把我们的同志们带回来。,Make sure you bring our compas back.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=HARD_OVERFLOW,
1C0FB26B,79,0,1,56,127,128,0,0,0,71,71,"頼むよ 絶対絶対 <R=同志,コンパ>を助け出してくれ！",拜托，不惜一切代价把我们的同志们带回来！,"Please, do whatever it takes to bring our compas back!",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,80,0,1,56,102,112,0,0,0,46,46,早く捕虜を捜し出してやってくれ,趁还来得及，找到那些囚犯！,Find those prisoners before it's too late!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,81,0,1,56,121,128,0,0,0,65,65,捕虜が移送される前に回収してやるんだ いいな,在那些囚犯被带走之前救出他们！,Rescue those prisoners before they're taken away!,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,82,0,1,56,163,176,0,0,0,107,107,おかしな装備で 素人臭い動きの敵がいるはずよ\nそいつを回収するの いいわね,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,83,0,1,56,137,144,0,0,0,81,81,他の兵隊さんとは違って武器を持ってないわ\nよく観察して,和别的士兵不同，他没有武器。仔细看。,"Unlike the other soldiers, they are unarmed. Look carefully.",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,84,0,1,56,96,96,0,0,0,40,40,研究員の回収が今回の目的だ,你当前的任务是救回研究员们。,Your current objective is to retrieve the researchers.,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=HARD_OVERFLOW,
1C0FB26B,85,0,1,56,129,144,0,0,0,73,73,捕虜になっている研究員はまだ見つけられないのか？,你是说还没找到被抓的研究员吗？,You mean you haven't found the captured researchers yet?,AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS,
1C0FB26B,86,0,1,56,149,160,0,0,0,93,93,急がないと研究員は移送されてしまうぞ\n早くフルトン回収するんだ,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
1C0FB26B,87,0,1,56,119,128,0,0,0,63,63,追っ手の足を止めろ\n狙撃の腕を見せてやれ！,,,NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping,
