resource_type,container,page,page_entry_start,page_entry_capacity,tag_index,file_id,payload_variant_index,occurrence_count,occurrence_locations,record_index,record_offset,record_size,metadata_hex,text_offset_in_record,text_capacity,text_encoding,text_byte_length,terminator_present,text_group_id,control_tokens,jpn_text,mlg_cn_reference,eng_reference,reference_status,reference_method,reference_reason,cn_text
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,31,3984,128,1AA0B10051000800E803E803E803E8038813000000000200F8950300763930395F3032365F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_DF53DBC2330EBB62,[],落ちろ！！,趴下！！,Down on the ground!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,32,4112,128,1BA0B10052000800D007D007D007D007881300000000020010090500763930395F3032375F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_BFDFF66E20991A6B,[],落ちろ！！！,趴下！！！,Down on the ground!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,33,4240,128,1CA0B10053000C0000000000000000000000000000000200C0BDF0FF763930395F3032385F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,12,true,TXT_30C1B66BC46C6740,[],降伏しろ,投降。,Surrender.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,34,4368,128,1DA0B100540008000000000000000000761600000000020020A10700763930395F3032395F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_54641B6AA8C57C8E,[],降伏しろ！！,投降！！,Surrender!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,35,4496,128,1EA0B10055000C0000000000000000000000000000000800C0BDF0FF763930395F3033305F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_117C7F77AC1D7EC9,[],静かに行くぞ,他们听不到我靠近。,They'll never hear me coming.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,36,4624,128,1FA0B1005600080032004B0032003200EE0258020000080094110000763930395F3033305F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,21,true,TXT_0F84BE3ACF75274F,[],静かに行くぞ！,他们听不到我靠近！,They'll never hear me coming!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,37,4752,128,20A0B100570008006400960064006400DC0558020000080048E80100763930395F3033315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,24,true,TXT_0E1FEF5389AE3D85,[],静かに行くぞ！！,他们听不到我靠近！！,They'll never hear me coming!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,38,4880,128,21A0B100580008002C01C2012C012C01B80B58020000080080A90300763930395F3033325F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_25A292E9F6DABE74,[],静かに行くぞ！！！,他们听不到我靠近！！！,They'll never hear me coming!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,39,5008,128,22A0B10059000C0000000000000000000000000000000800C0BDF0FF763930395F3033335F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_8CD818C982AAEF6C,[],静かに行こう,让他们尝尝无声的厉害。,Give 'em the silent treatment.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,40,5136,128,39A0B1005A00090032004B0032003200E803580200000800983A0000763930395F3033335F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,21,true,TXT_22D2BECA9683348C,[],静かに行こう！,让他们尝尝无声的厉害！,Give 'em the silent treatment!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,41,5264,128,3AA0B1005B0009006400960064006400D00758020000080000710200763930395F3033345F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,24,true,TXT_A448CF8AB94A4B62,[],静かに行こう！！,让他们尝尝无声的厉害！！,Give 'em the silent treatment!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,42,5392,128,3BA0B1005C0009002C01C2012C012C01A00F58020000080018E40300763930395F3033355F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_57014368F51E2627,[],静かに行こう！！！,让他们尝尝无声的厉害！！！,Give 'em the silent treatment!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,43,5520,128,3CA0B1005D000C0000000000000000000000000000000400C0BDF0FF763930395F3033365F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_22864306C660792D,[],俺はここだ,我来了。,Here I am.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,44,5648,128,3DA0B1005E00080018FC24FA18FC18FCF4015802000004002C010000763930395F3033375F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,21,true,TXT_59BD97FD8FA1C99A,[],俺はここだ！！,我来了！！,Here I am!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,45,5776,128,3EA0B1005F000C0000000000000000000000000000000400C0BDF0FF763930395F3033385F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_B61C87FDAF898DCE,[],俺が敵を引きつける,我来当他们的靶子。,I'll give 'em something to shoot at.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,46,5904,128,3FA0B1006000080005000A0005000500F401580200000400CA080000763930395F3033395F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,33,true,TXT_B2F6F25AEA20B84D,[],俺が敵を引きつける！！,我来当他们的靶子！！,I'll give 'em something to shoot at!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,47,6032,128,40A0B10061000C0000000000000000000000000000000400C0BDF0FF763930395F3034305F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_73394D2732A9FDF1,[],敵を引きつけてくれ,帮我拖住他们。,Keep 'em busy for me.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,48,6160,128,41A0B10062000900FBFFF6FFFBFFFBFFEE02580200000400DC050000763930395F3034315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,33,true,TXT_5E863FBD6A717295,[],敵を引きつけてくれ！！,帮我拖住他们！！,Keep 'em busy for me!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,49,6288,128,42A0B10063000C0000000000000000000000000000000800C0BDF0FF763930395F3034325F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,9,true,TXT_A8D1119A168EC2F4,[],行くぞ,开始了。,Here goes.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,50,6416,128,19A3B100640008004C047E044C044C04DC052C0100000800F82A0000763930395F3034325F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,12,true,TXT_3B7D69AB49FC0641,[],行くぞ！,开始了！,Here goes!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,51,6544,128,1AA3B100650008004C047E044C044C04D00758020000080068360200763930395F3034335F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,15,true,TXT_60F350F3C5363CBF,[],行くぞ！！,开始了！！,Here goes!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,52,6672,128,1BA3B100660008004C047E044C044C04B80B84030000080090D00300763930395F3034345F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,18,true,TXT_427ED93A37D025A9,[],行くぞ！！！,开始了！！！,Here goes!!!,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,53,6800,128,1CA3B10067000C0000000000000000000000000000000800C0BDF0FF763930395F3034355F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,11,true,TXT_F2CAAB447432C85A,[],GO! GO! GO!,,GO! GO! GO!,AUX_UNCHANGED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,auxiliary bank retains the original JPN text,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,54,6928,128,1DA3B100680009004C047E044C044C04D0072C0100000800A8610000763930395F3034355F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,12,true,TXT_6ECEBF66DEF38C2B,[],GO! GO! GO!!,,GO! GO! GO!!,AUX_UNCHANGED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,auxiliary bank retains the original JPN text,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,55,7056,128,1EA3B100690009004C047E044C044C04B80B58020000080030E60200763930395F3034365F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,13,true,TXT_806841B2F412D794,[],GO! GO! GO!!!,,GO! GO! GO!!!,AUX_UNCHANGED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,auxiliary bank retains the original JPN text,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,56,7184,128,1FA3B1006A0009004C047E044C044C04A00F840300000800B01E0400763930395F3034375F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,14,true,TXT_32CB27C0A384773B,[],GO! GO! GO!!!!,,GO! GO! GO!!!!,AUX_UNCHANGED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,auxiliary bank retains the original JPN text,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,57,7312,128,20A3B1006B000C0000000000000000000000000000000800C0BDF0FF763930395F3034385F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,21,true,TXT_1008CEE808DE7F10,[],ゆっくり行くぞ,慢慢来。,Taking it slow.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,58,7440,128,21A3B1006C0008000000000000000000640068010000080096000000763930395F3034385F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,24,true,TXT_4C124364D29B64FB,[],ゆっくり行くぞ…,慢慢来…,Taking it slow...,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,59,7568,128,22A3B1006D0008000000000000000000C800D00200000800B20C0000763930395F3034395F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,27,true,TXT_89EFBD420D12B897,[],ゆっくり行くぞ……,慢慢来… …,Taking it slow... ...,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,60,7696,128,39A3B1006E0008000000000000000000E803840300000800407E0500763930395F3035305F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,30,true,TXT_9F0B86E6A719449A,[],ゆっくり行くぞ………,慢慢来… … …,Taking it slow... ... ...,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,61,7824,128,3AA3B1006F000C0000000000000000000000000000000800C0BDF0FF763930395F3035315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,21,true,TXT_EA5620C4CF5EA4B9,[],ゆっくり行こう,放松点。,Let's take it easy.,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
OHD,JPN/disc0_rel/002aba34.DAT,4,323584,81920,20,1E4C1146,0,1,4:20,62,7952,128,3BA3B1007000090000000000000000009600680100000800E8030000763930395F3035315F7370725F736E615F310000000000000000000000000000,60,68,UTF-8,24,true,TXT_51F61EF3005D98D5,[],ゆっくり行こう…,放松点…,Let's take it easy...,AUX_CN_ATTACHED,exact_jpn_ohd_page_record;eng_same_six_page_group_record,,
