file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
1C7C73AD,0,,,,,record0:segment0:timing0-0,,ゲートが…！\n閉まり切る前に通り抜けろ！,こんな所でRPG！？\nムチャクチャだ！,,大门……！\n趁它完全关上前冲过去！,,MATCH,59,50,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,11,,,,,record9:segment1:timing0-0,閉じたゲートはこじ開けて進むしかない,『アイコン』が表示されたら<I=ACT>を\n連打してこじ開けろ！,ゲートはこじ開けるしかなさそうだ,<I=ACT>,出现“图标”后连按<I=ACT>，\n把大门撬开！,<I=ACT>,MATCH,81,57,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,12,,,,,record10:segment0:timing62-123,『アイコン』が表示されたら<I=ACT>を\n連打してこじ開けろ！,ゲートはこじ開けるしかなさそうだ,『アイコン』表示のある場所で<I=ACT>を\n連打するといい,,看来只能把大门撬开了。,,MATCH,48,33,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,13,,,,,record10:segment1:timing0-0,ゲートはこじ開けるしかなさそうだ,『アイコン』表示のある場所で<I=ACT>を\n連打するといい,ゲートを素手で…？　何て言うか \nもっとあんたのことを知りたくなったよ ボス,<I=ACT>,在显示“图标”的位置\n连按<I=ACT>就行。,<I=ACT>,MATCH,75,54,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,14,,,,,record11:segment0:timing0-0,『アイコン』表示のある場所で<I=ACT>を\n連打するといい,ゲートを素手で…？　何て言うか \nもっとあんたのことを知りたくなったよ ボス,核発射を止めてくれ！\n管制塔に向かうんだ！,,徒手把大门……？怎么说呢，\n我越来越想了解你了，Boss。,,MATCH,109,78,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,15,,,,,record12:segment0:timing0-0,ゲートを素手で…？　何て言うか \nもっとあんたのことを知りたくなったよ ボス,核発射を止めてくれ！\n管制塔に向かうんだ！,鳥が…海鳥が殺される…\n核発射を止めて…,,阻止核弹发射！\n去控制塔！,,MATCH,62,38,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,16,,,,,record13:segment0:timing0-0,核発射を止めてくれ！\n管制塔に向かうんだ！,鳥が…海鳥が殺される…\n核発射を止めて…,頼む 核発射を阻止してくれ！,,鸟儿……海鸟会死的……\n阻止核弹发射……,,MATCH,59,59,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,17,,,,,record14:segment0:timing0-0,鳥が…海鳥が殺される…\n核発射を止めて…,頼む 核発射を阻止してくれ！,管制塔に向かってくれ！,,拜托了，阻止核弹发射！,,MATCH,40,33,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,18,,,,,record15:segment0:timing0-0,頼む 核発射を阻止してくれ！,管制塔に向かってくれ！,チャフだ！　\nチャフグレネードで奴の動きを止めろ！,,去控制塔！,,MATCH,33,15,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,19,,,,,record16:segment0:timing0-0,管制塔に向かってくれ！,チャフだ！　\nチャフグレネードで奴の動きを止めろ！,あいつは測的のために時々ホバリングする\nそこを狙うんだ！,,用干扰箔！\n用干扰箔手雷让它停下来！,,MATCH,74,53,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,20,,,,,record17:segment0:timing0-0,チャフだ！　\nチャフグレネードで奴の動きを止めろ！,あいつは測的のために時々ホバリングする\nそこを狙うんだ！,電子妨害用の武器も効果があるはずだよ！,,它为了测定目标会不时悬停。\n趁那时攻击！,,MATCH,83,59,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,21,,,,,record18:segment0:timing0-0,あいつは測的のために時々ホバリングする\nそこを狙うんだ！,電子妨害用の武器も効果があるはずだよ！,そっちへ行ってどうする,,电子干扰武器应该也有效！,,MATCH,57,36,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,22,,,,,record19:segment0:timing0-0,電子妨害用の武器も効果があるはずだよ！,そっちへ行ってどうする,管制塔だ 管制塔を目指して進め！,,你往那边去干什么？,,MATCH,33,27,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,23,,,,,record20:segment0:timing0-0,そっちへ行ってどうする,管制塔だ 管制塔を目指して進め！,北へ向かうんだ,,控制塔！朝控制塔前进！,,MATCH,46,33,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7C73AD,24,,,,,record21:segment0:timing0-0,管制塔だ 管制塔を目指して進め！,北へ向かうんだ,,,往北走。,,MATCH,21,12,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
