file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
1C7A73AD,10,,,,,record10:segment0:timing0-0,対岸の敵は手強そうだ\n慎重に進んでくれ 先は長いぞ,通信塔を目指すんだ\n西へ向かってくれ,核が撃たれれば鳥たちもたくさん死ぬわ…,,前往通信塔。\n往西走。,,MATCH,53,32,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,11,,,,,record11:segment0:timing0-0,通信塔を目指すんだ\n西へ向かってくれ,核が撃たれれば鳥たちもたくさん死ぬわ…,頼む 核発射を阻止してくれ！,,核弹一旦发射，很多鸟儿也会死……,,MATCH,57,48,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,12,,,,,record12:segment0:timing0-0,核が撃たれれば鳥たちもたくさん死ぬわ…,頼む 核発射を阻止してくれ！,核発射を止めてくれ！\n管制塔に向かうんだ！,,拜托了，阻止核弹发射！,,MATCH,40,33,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,13,,,,,record13:segment0:timing0-0,頼む 核発射を阻止してくれ！,核発射を止めてくれ！\n管制塔に向かうんだ！,鳥が…海鳥が殺される…\n核発射を止めて…,,阻止核弹发射！\n前往控制塔！,,MATCH,62,41,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,14,,,,,record14:segment0:timing0-0,核発射を止めてくれ！\n管制塔に向かうんだ！,鳥が…海鳥が殺される…\n核発射を止めて…,管制塔に向かってくれ！,,鸟儿……海鸟会死……\n阻止核弹发射……,,MATCH,59,56,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,15,,,,,record15:segment0:timing0-0,鳥が…海鳥が殺される…\n核発射を止めて…,管制塔に向かってくれ！,間違いない そこはソ連兵が抑えたようだ\n一体何があったんだ…？,,前往控制塔！,,MATCH,33,18,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,16,,,,,record16:segment0:timing0-0,管制塔に向かってくれ！,間違いない そこはソ連兵が抑えたようだ\n一体何があったんだ…？,ソ連の兵隊さん…？\n確かに私を捕まえた人達とは格好が違うわね,,没错，那里似乎已经被苏联士兵控制了。\n到底发生了什么……？,,MATCH,90,86,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,17,,,,,record17:segment0:timing0-0,間違いない そこはソ連兵が抑えたようだ\n一体何があったんだ…？,ソ連の兵隊さん…？\n確かに私を捕まえた人達とは格好が違うわね,チャフだ！　\nチャフグレネードで奴の動きを止めろ！,,苏联士兵……？\n确实和抓我的那些人穿得不一样。,,MATCH,89,68,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,18,,,,,record18:segment0:timing0-0,ソ連の兵隊さん…？\n確かに私を捕まえた人達とは格好が違うわね,チャフだ！　\nチャフグレネードで奴の動きを止めろ！,あいつは測的のために時々ホバリングする\nそこを狙うんだ！,,干扰箔！\n用干扰箔手雷让它停下来！,,MATCH,74,50,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,19,,,,,record19:segment0:timing0-0,チャフだ！　\nチャフグレネードで奴の動きを止めろ！,あいつは測的のために時々ホバリングする\nそこを狙うんだ！,電子妨害用の武器も効果があるはずだよ！,,它为了测定目标会偶尔悬停。\n就瞄准那个时候！,,MATCH,83,65,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7A73AD,20,,,,,record20:segment0:timing0-0,あいつは測的のために時々ホバリングする\nそこを狙うんだ！,電子妨害用の武器も効果があるはずだよ！,,,电子干扰武器应该也有效！,,MATCH,57,36,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
