file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
1C7B72ED,10,,,,,record8:segment0:timing0-0,"吊り橋から<R=ぶら下がれば,エルード>\n敵をやり過ごせるかもしれん",エルードするには\n橋の手すりの近くで<I=ACT>を押すんだ,しゃがんだ状態からはエルードできない,<I=ACT>,要悬挂下去，\n在桥栏杆附近按<I=ACT>。,<I=ACT>,MATCH,75,51,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,11,,,,,record9:segment0:timing0-0,エルードするには\n橋の手すりの近くで<I=ACT>を押すんだ,しゃがんだ状態からはエルードできない,"敵が見ていないうちに \n手すりに<R=ぶら下がる,エルード>んだ",,蹲下时不能悬挂。,,MATCH,54,24,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,12,,,,,record10:segment0:timing0-0,しゃがんだ状態からはエルードできない,"敵が見ていないうちに \n手すりに<R=ぶら下がる,エルード>んだ",おしっこちびりそう…,"<R=ぶら下がる,エルード>","趁敌人没看见，\n从栏杆<R=悬挂,ELUDE>下去。","<R=悬挂,ELUDE>",MATCH,83,57,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,13,,,,,record11:segment0:timing0-0,"敵が見ていないうちに \n手すりに<R=ぶら下がる,エルード>んだ",おしっこちびりそう…,輸送ルートに出たな\nそのまま敵の拠点へ向かってくれ,,感觉要吓尿了……,,MATCH,30,24,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,14,,,,,record12:segment0:timing0-0,おしっこちびりそう…,輸送ルートに出たな\nそのまま敵の拠点へ向かってくれ,トラックの輸送ルートだ\n拠点はこの先にある,,已经到运输路线了。\n沿路去敌人的基地。,,MATCH,74,56,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,15,,,,,record13:segment0:timing79-95,輸送ルートに出たな\nそのまま敵の拠点へ向かってくれ,トラックの輸送ルートだ\n拠点はこの先にある,頼んだぞ,,这是卡车的运输路线。\n基地就在前面。,,MATCH,62,53,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,16,,,,,record13:segment1:timing0-0,トラックの輸送ルートだ\n拠点はこの先にある,頼んだぞ,あいつらの拠点はその輸送ルートの先のはず,,拜托了。,,MATCH,12,12,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,17,,,,,record14:segment0:timing0-0,頼んだぞ,あいつらの拠点はその輸送ルートの先のはず,あたし達もその先に行ったことはないの,,他们的基地应该就在这条运输路线前面。,,MATCH,60,54,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,18,,,,,record15:segment0:timing0-0,あいつらの拠点はその輸送ルートの先のはず,あたし達もその先に行ったことはないの,道が敵に塞がれてるな,,我们也没去过更前面。,,MATCH,54,30,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,19,,,,,record16:segment0:timing54-79,あたし達もその先に行ったことはないの,道が敵に塞がれてるな,切り抜けられるか？,,路被敌人堵住了。,,MATCH,30,24,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,20,,,,,record16:segment1:timing0-0,道が敵に塞がれてるな,切り抜けられるか？,まずい 立ち往生したトラックの周囲を\n敵兵がうろついている,,能突破过去吗？,,MATCH,27,21,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,21,,,,,record17:segment0:timing97-116,切り抜けられるか？,まずい 立ち往生したトラックの周囲を\n敵兵がうろついている,切り抜けてくれ,,糟了，敌兵正在抛锚的卡车周围游荡。,,MATCH,84,51,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,22,,,,,record17:segment1:timing0-0,まずい 立ち往生したトラックの周囲を\n敵兵がうろついている,切り抜けてくれ,道路の山側にトーチカがあるな,,突破过去。,,MATCH,21,15,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,23,,,,,record18:segment0:timing58-137,切り抜けてくれ,道路の山側にトーチカがあるな,そこを押さえれば 有利に戦闘を進められるはずだ,,公路靠山一侧有座碉堡。,,MATCH,42,33,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,24,,,,,record18:segment1:timing0-0,道路の山側にトーチカがあるな,そこを押さえれば 有利に戦闘を進められるはずだ,いいところにトーチカがあるな,,控制住那里，战斗应该会有利得多。,,MATCH,67,48,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,25,,,,,record19:segment0:timing52-116,そこを押さえれば 有利に戦闘を進められるはずだ,いいところにトーチカがあるな,ここを押さえれば 戦闘が有利になるだろう,,那座碉堡位置不错。,,MATCH,42,27,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,26,,,,,record19:segment1:timing0-0,いいところにトーチカがあるな,ここを押さえれば 戦闘が有利になるだろう,スネーク お願い\nこんなトーチカが二度と使われないように…頑張って,,控制住这里，战斗会更有利。,,MATCH,58,39,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,27,,,,,record20:segment0:timing0-0,ここを押さえれば 戦闘が有利になるだろう,スネーク お願い\nこんなトーチカが二度と使われないように…頑張って,敵の拠点は北の山岳にある\n北へ向かってくれ,,Snake，拜托了。\n别让这种碉堡再被用起来……加油。,,MATCH,96,70,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,28,,,,,record21:segment0:timing0-0,スネーク お願い\nこんなトーチカが二度と使われないように…頑張って,敵の拠点は北の山岳にある\n北へ向かってくれ,山の中腹に施設への入り口があるようだ,,敌人的基地在北边山区。\n往北走。,,MATCH,62,47,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,29,,,,,record22:segment0:timing68-83,敵の拠点は北の山岳にある\n北へ向かってくれ,山の中腹に施設への入り口があるようだ,急いでくれ,,设施入口好像在半山腰。,,MATCH,54,33,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,30,,,,,record22:segment1:timing0-0,山の中腹に施設への入り口があるようだ,急いでくれ,この先には俺たちも行ったことがないんだ,,快点。,,MATCH,15,9,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,31,,,,,record23:segment0:timing0-0,急いでくれ,この先には俺たちも行ったことがないんだ,山の中腹に施設への入り口があるらしいの\n気をつけて,,前面连我们都没去过。,,MATCH,57,30,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,32,,,,,record24:segment0:timing0-0,この先には俺たちも行ったことがないんだ,山の中腹に施設への入り口があるらしいの\n気をつけて,そのあたりに とっても葉っぱが大きい\n草があるでしょ？　グンネラ・インシグニスよ,,设施入口好像在半山腰。\n小心。,,MATCH,74,44,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,33,,,,,record25:segment0:timing139-224,山の中腹に施設への入り口があるらしいの\n気をつけて,そのあたりに とっても葉っぱが大きい\n草があるでしょ？　グンネラ・インシグニスよ,"グンネラ・インシグニスの別名は\n<R=貧者の傘,ソンブリヤ・デ・ポブレ>",,看到附近那些特别大的叶子了吗？\n那是大叶蚁塔。,,MATCH,117,68,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,34,,,,,record25:segment1:timing232-287,そのあたりに とっても葉っぱが大きい\n草があるでしょ？　グンネラ・インシグニスよ,"グンネラ・インシグニスの別名は\n<R=貧者の傘,ソンブリヤ・デ・ポブレ>",文字通り 傘としても使えるの,"<R=貧者の傘,ソンブリヤ・デ・ポブレ>","大叶蚁塔也叫\n<R=穷人的伞,SOMBRILLA DE POBRE>。","<R=穷人的伞,SOMBRILLA DE POBRE>",MATCH,97,58,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,35,,,,,record25:segment2:timing0-0,"グンネラ・インシグニスの別名は\n<R=貧者の傘,ソンブリヤ・デ・ポブレ>",文字通り 傘としても使えるの,"<R=貧者の傘,ソンブリヤ・デ・ポブレ>か…",,顾名思义，也真的能拿来当伞用。,,MATCH,40,45,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,36,,,,,record26:segment0:timing43-122,文字通り 傘としても使えるの,"<R=貧者の傘,ソンブリヤ・デ・ポブレ>か…","<R=ビニールシート,チャンパ>だけじゃ足らない時は\nよくお世話になった","<R=貧者の傘,ソンブリヤ・デ・ポブレ>","<R=穷人的伞,SOMBRILLA DE POBRE>吗……","<R=穷人的伞,SOMBRILLA DE POBRE>",MATCH,56,44,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C7B72ED,37,,,,,record26:segment1:timing0-0,"<R=貧者の傘,ソンブリヤ・デ・ポブレ>か…","<R=ビニールシート,チャンパ>だけじゃ足らない時は\nよくお世話になった",,"<R=ビニールシート,チャンパ>","只有<R=塑料布,CHAMPA>不够用的时候，\n我经常靠它帮忙。","<R=塑料布,CHAMPA>",MATCH,97,73,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
