file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
1C79F3ED,12,,,,,record6:segment0:timing107-247,スナイパーライフルやミサイルのような\n射程が長い武器の実射に使う,"ここの<R=　標　的　,ターゲット>は\n武器の<R=照準線,LOS>に乗らないよう配置されている",弾道が山なりの武器 例えばグレネードなんかの\n投擲系武器のトレーニング用ってことだ,"<R=　標　的　,ターゲット> | <R=照準線,LOS>","这里的<R=目标,TARGET>都布置在武器<R=瞄准线,LOS>之外。","<R=目标,TARGET> | <R=瞄准线,LOS>",MATCH,117,70,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,13,,,,,record6:segment1:timing0-0,"ここの<R=　標　的　,ターゲット>は\n武器の<R=照準線,LOS>に乗らないよう配置されている",弾道が山なりの武器 例えばグレネードなんかの\n投擲系武器のトレーニング用ってことだ,そこではMSFの兵士とCQCの訓練を行える,,用于训练榴弹等弹道呈弧线的\n投掷类武器。,,MATCH,120,59,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,14,,,,,record7:segment0:timing116-174,弾道が山なりの武器 例えばグレネードなんかの\n投擲系武器のトレーニング用ってことだ,そこではMSFの兵士とCQCの訓練を行える,実戦に近いフィーリングが得られるはずだ,,可以和MSF士兵进行CQC训练。,,MATCH,51,36,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,15,,,,,record7:segment1:timing0-0,そこではMSFの兵士とCQCの訓練を行える,実戦に近いフィーリングが得られるはずだ,ここは総合練習ブースだ,,应该能获得接近实战的感觉。,,MATCH,57,39,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,16,,,,,record8:segment0:timing57-129,実戦に近いフィーリングが得られるはずだ,ここは総合練習ブースだ,"あらゆるシチュエーションを想定して\n<R=　標　的　,ターゲット>が出てくる",,这里是综合训练间。,,MATCH,33,27,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,17,,,,,record8:segment1:timing136-182,ここは総合練習ブースだ,"あらゆるシチュエーションを想定して\n<R=　標　的　,ターゲット>が出てくる",日ごろの訓練の成果を出すんだ,"<R=　標　的　,ターゲット>","会模拟各种情况出现<R=目标,TARGET>。","<R=目标,TARGET>",MATCH,103,47,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,18,,,,,record8:segment2:timing0-0,"あらゆるシチュエーションを想定して\n<R=　標　的　,ターゲット>が出てくる",日ごろの訓練の成果を出すんだ,弾が命中した部位によって得点は異なる　\n頭 胴体 腕の順に得点が高い,,拿出平时训练的成果吧。,,MATCH,42,33,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,19,,,,,record9:segment0:timing0-0,日ごろの訓練の成果を出すんだ,弾が命中した部位によって得点は異なる　\n頭 胴体 腕の順に得点が高い,"<R=手を上げている,ホールドアップ>的を撃つと \n減点になる 注意してくれ",,击中部位不同，得分也不同。\n头部、躯干、手臂依次得分更高。,,MATCH,97,86,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,20,,,,,record10:segment0:timing0-0,弾が命中した部位によって得点は異なる　\n頭 胴体 腕の順に得点が高い,"<R=手を上げている,ホールドアップ>的を撃つと \n減点になる 注意してくれ","<R=手を上げている,ホールドアップ>的を撃つな！\n減点の対象だぞ","<R=手を上げている,ホールドアップ>","射击<R=举手投降,HOLD UP>的目标会扣分。\n注意。","<R=举手投降,HOLD UP>",MATCH,99,62,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,21,,,,,record11:segment0:timing0-0,"<R=手を上げている,ホールドアップ>的を撃つと \n減点になる 注意してくれ","<R=手を上げている,ホールドアップ>的を撃つな！\n減点の対象だぞ","減点だ！ <R=手を上げている,ホールドアップ>的は\n撃つなと言ったろう！","<R=手を上げている,ホールドアップ>","不要射击<R=举手投降,HOLD UP>的目标！\n会被扣分。","<R=举手投降,HOLD UP>",MATCH,88,65,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,22,,,,,record12:segment0:timing0-0,"<R=手を上げている,ホールドアップ>的を撃つな！\n減点の対象だぞ","減点だ！ <R=手を上げている,ホールドアップ>的は\n撃つなと言ったろう！",よし！ 今いるブースの的は全部倒したな\n先へ進んでくれ,"<R=手を上げている,ホールドアップ>","扣分！不是说了别射击\n<R=举手投降,HOLD UP>的目标吗！","<R=举手投降,HOLD UP>",MATCH,98,71,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,23,,,,,record13:segment0:timing0-0,"減点だ！ <R=手を上げている,ホールドアップ>的は\n撃つなと言ったろう！",よし！ 今いるブースの的は全部倒したな\n先へ進んでくれ,そのブースの的は倒しきった\n先へ進もう,,好！这个训练间的目标全解决了。\n继续前进。,,MATCH,78,62,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,24,,,,,record14:segment0:timing0-0,よし！ 今いるブースの的は全部倒したな\n先へ進んでくれ,そのブースの的は倒しきった\n先へ進もう,どうした そのブースの的は全部倒したろう\n先へ進むんだ,,这个训练间目标清完了。\n继续前进。,,MATCH,56,50,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,25,,,,,record15:segment0:timing0-0,そのブースの的は倒しきった\n先へ進もう,どうした そのブースの的は全部倒したろう\n先へ進むんだ,まだ前のブースに的が残っている\n的を探すんだ,,怎么了？这个训练间的目标都打完了。\n继续前进。,,MATCH,78,68,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,26,,,,,record16:segment0:timing0-0,どうした そのブースの的は全部倒したろう\n先へ進むんだ,まだ前のブースに的が残っている\n的を探すんだ,待て 前のブースにまだ的がある\n倒してから進むんだ,,前一个训练间还有目标。\n去找出来。,,MATCH,65,50,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,27,,,,,record17:segment0:timing0-0,まだ前のブースに的が残っている\n的を探すんだ,待て 前のブースにまだ的がある\n倒してから進むんだ,これはタイムアタックだ\n的を倒しながら先に進んでくれ,,等等，前一个训练间还有目标。\n解决后再前进。,,MATCH,72,65,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,28,,,,,record18:segment0:timing102-175,待て 前のブースにまだ的がある\n倒してから進むんだ,これはタイムアタックだ\n的を倒しながら先に進んでくれ,時間内に最後の的を倒せばミッション終了だ,,这是计时挑战。\n一边击倒目标一边前进。,,MATCH,77,56,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,29,,,,,record18:segment1:timing0-0,これはタイムアタックだ\n的を倒しながら先に進んでくれ,時間内に最後の的を倒せばミッション終了だ,的を倒しながら先に進んでくれ\n最後の的を倒せばミッション終了だ,,在时限内击倒最后一个目标，任务就结束。,,MATCH,60,57,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,30,,,,,record19:segment0:timing0-0,時間内に最後の的を倒せばミッション終了だ,的を倒しながら先に進んでくれ\n最後の的を倒せばミッション終了だ,よし それでラストだ,,一边击倒目标一边前进。\n击倒最后一个目标就完成任务。,,MATCH,92,77,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,31,,,,,record20:segment0:timing0-0,的を倒しながら先に進んでくれ\n最後の的を倒せばミッション終了だ,よし それでラストだ,ゴールへ向かってくれ\nゴールの場所はメニューウィンドウから確認できる,,好，最后一个。,,MATCH,28,21,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,32,,,,,record21:segment0:timing0-0,よし それでラストだ,ゴールへ向かってくれ\nゴールの場所はメニューウィンドウから確認できる,これはタイムアタックだ！　\n制限時間内にできるだけ的を倒すんだ！,,前往终点。\n可以从菜单窗口确认终点位置。,,MATCH,101,59,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,33,,,,,record22:segment0:timing0-0,ゴールへ向かってくれ\nゴールの場所はメニューウィンドウから確認できる,これはタイムアタックだ！　\n制限時間内にできるだけ的を倒すんだ！,制限時間内にできるだけ的を倒すんだ！,,这是计时挑战！\n在时限内尽可能多击倒目标！,,MATCH,95,62,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,34,,,,,record23:segment0:timing0-0,これはタイムアタックだ！　\n制限時間内にできるだけ的を倒すんだ！,制限時間内にできるだけ的を倒すんだ！,ここは射撃場だ\n武器の試射には持って来いだろう？,,在时限内尽可能多击倒目标！,,MATCH,54,39,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,35,,,,,record24:segment0:timing0-0,制限時間内にできるだけ的を倒すんだ！,ここは射撃場だ\n武器の試射には持って来いだろう？,訓練を終了したい場合は 出口に行けばいい,,这里是射击场。\n很适合试射武器吧？,,MATCH,71,50,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,36,,,,,record25:segment0:timing0-0,ここは射撃場だ\n武器の試射には持って来いだろう？,訓練を終了したい場合は 出口に行けばいい,終了したければ 出口へ向かってくれ,,想结束训练就去出口。,,MATCH,58,30,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,37,,,,,record26:segment0:timing0-0,訓練を終了したい場合は 出口に行けばいい,終了したければ 出口へ向かってくれ,出口から外へ出れば 武器の操作練習は終了だ,,想结束就前往出口。,,MATCH,49,27,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,38,,,,,record27:segment0:timing0-0,終了したければ 出口へ向かってくれ,出口から外へ出れば 武器の操作練習は終了だ,奥に誰かいるようだ\n調べてくれ,,从出口出去，武器操作训练就结束了。,,MATCH,61,51,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,39,,,,,record28:segment0:timing0-0,出口から外へ出れば 武器の操作練習は終了だ,奥に誰かいるようだ\n調べてくれ,ん？　奥に誰か倒れているようだ\n様子を見に行ったほうがいい,,里面好像有人。\n去看看。,,MATCH,44,35,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,40,,,,,record29:segment0:timing0-0,奥に誰かいるようだ\n調べてくれ,ん？　奥に誰か倒れているようだ\n様子を見に行ったほうがいい,ザドルノフを探してくれ スネーク,,嗯？里面好像有人倒下了。\n最好去看看。,,MATCH,86,56,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,41,,,,,record30:segment0:timing0-0,ん？　奥に誰か倒れているようだ\n様子を見に行ったほうがいい,ザドルノフを探してくれ スネーク,ザドルノフはどこだ…,,Snake，找到Zadornov。,,MATCH,46,25,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,42,,,,,record31:segment0:timing0-0,ザドルノフを探してくれ スネーク,ザドルノフはどこだ…,このあたりが臭うぞ,,Zadornov在哪……,,MATCH,30,20,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,43,,,,,record32:segment0:timing0-0,ザドルノフはどこだ…,このあたりが臭うぞ,ザドルノフがそのあたりにいそうだ\nよく探してみてくれ,,这附近有蹊跷。,,MATCH,27,21,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,44,,,,,record33:segment0:timing0-0,このあたりが臭うぞ,ザドルノフがそのあたりにいそうだ\nよく探してみてくれ,ザドルノフはそこだな\nほぼそうだ,,Zadornov应该就在附近。\n仔细找找。,,MATCH,77,46,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
1C79F3ED,45,,,,,record34:segment0:timing0-0,ザドルノフがそのあたりにいそうだ\nよく探してみてくれ,ザドルノフはそこだな\nほぼそうだ,,,Zadornov就在那附近。\n八九不离十。,,MATCH,47,46,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1; review_flag=JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY
