file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
5DB9708C,10,10,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10,38,,page76:tag2:entity17:key00000011:ref10:ord0;page82:tag1:entity17:key00000011:ref10:ord0;page88:tag3:entity17:key00000011:ref10:ord0;page94:tag2:entity17:key00000011:ref10:ord0;page100:tag2:entity17:key00000011:ref10:ord0;page106:tag2:entity17:key00000011:ref10:ord0;page112:tag2:entity17:key00000011:ref10:ord0;page118:tag2:entity17:key00000011:ref10:ord0;page124:tag2:entity17:key00000011:ref10:ord0;page130:tag1:entity17:key00000011:ref10:ord0;page136:tag1:entity17:key00000011:ref10:ord0;page142:tag1:entity17:key00000011:ref10:ord0;page148:tag2:entity17:key00000011:ref10:ord0;page154:tag3:entity17:key00000011:ref10:ord0;page160:tag1:entity17:key00000011:ref10:ord0;page166:tag1:entity17:key00000011:ref10:ord0;page172:tag2:entity17:key00000011:ref10:ord0;page178:tag2:entity17:key00000011:ref10:ord0;page184:tag2:entity17:key00000011:ref10:ord0;page202:tag2:entity17:key00000011:ref10:ord0;page208:tag2:entity17:key00000011:ref10:ord0;page214:tag1:entity17:key00000011:ref10:ord0;page220:tag2:entity17:key00000011:ref10:ord0;page226:tag2:entity17:key00000011:ref10:ord0;page232:tag2:entity17:key00000011:ref10:ord0;page244:tag2:entity17:key00000011:ref10:ord0;page250:tag2:entity17:key00000011:ref10:ord0;page268:tag2:entity17:key00000011:ref10:ord0;page274:tag2:entity17:key00000011:ref10:ord0;page280:tag2:entity17:key00000011:ref10:ord0;page286:tag2:entity17:key00000011:ref10:ord0;page298:tag2:entity17:key00000011:ref10:ord0;page304:tag2:entity17:key00000011:ref10:ord0;page310:tag2:entity17:key00000011:ref10:ord0;page316:tag2:entity17:key00000011:ref10:ord0;page328:tag2:entity17:key00000011:ref10:ord0;page334:tag3:entity17:key00000011:ref10:ord0;page340:tag2:entity17:key00000011:ref10:ord0,発見し次第攻撃せよ,侵入者がそちらへ向かっている,"パトロール 応答せよ こちら<R=本部,HQ>",,,,NOT_CHECKED,42,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38
5DB9708C,11,11,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11,38,,page76:tag2:entity16:key00000010:ref11:ord0;page82:tag1:entity16:key00000010:ref11:ord0;page88:tag3:entity16:key00000010:ref11:ord0;page94:tag2:entity16:key00000010:ref11:ord0;page100:tag2:entity16:key00000010:ref11:ord0;page106:tag2:entity16:key00000010:ref11:ord0;page112:tag2:entity16:key00000010:ref11:ord0;page118:tag2:entity16:key00000010:ref11:ord0;page124:tag2:entity16:key00000010:ref11:ord0;page130:tag1:entity16:key00000010:ref11:ord0;page136:tag1:entity16:key00000010:ref11:ord0;page142:tag1:entity16:key00000010:ref11:ord0;page148:tag2:entity16:key00000010:ref11:ord0;page154:tag3:entity16:key00000010:ref11:ord0;page160:tag1:entity16:key00000010:ref11:ord0;page166:tag1:entity16:key00000010:ref11:ord0;page172:tag2:entity16:key00000010:ref11:ord0;page178:tag2:entity16:key00000010:ref11:ord0;page184:tag2:entity16:key00000010:ref11:ord0;page202:tag2:entity16:key00000010:ref11:ord0;page208:tag2:entity16:key00000010:ref11:ord0;page214:tag1:entity16:key00000010:ref11:ord0;page220:tag2:entity16:key00000010:ref11:ord0;page226:tag2:entity16:key00000010:ref11:ord0;page232:tag2:entity16:key00000010:ref11:ord0;page244:tag2:entity16:key00000010:ref11:ord0;page250:tag2:entity16:key00000010:ref11:ord0;page268:tag2:entity16:key00000010:ref11:ord0;page274:tag2:entity16:key00000010:ref11:ord0;page280:tag2:entity16:key00000010:ref11:ord0;page286:tag2:entity16:key00000010:ref11:ord0;page298:tag2:entity16:key00000010:ref11:ord0;page304:tag2:entity16:key00000010:ref11:ord0;page310:tag2:entity16:key00000010:ref11:ord0;page316:tag2:entity16:key00000010:ref11:ord0;page328:tag2:entity16:key00000010:ref11:ord0;page334:tag3:entity16:key00000010:ref11:ord0;page340:tag2:entity16:key00000010:ref11:ord0,侵入者がそちらへ向かっている,"パトロール 応答せよ こちら<R=本部,HQ>",隣接区域で侵入者を発見,"<R=本部,HQ>",,,NOT_CHECKED,51,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38
5DB9708C,12,12,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12,38,,page76:tag2:entity15:key0000000F:ref12:ord0;page82:tag1:entity15:key0000000F:ref12:ord0;page88:tag3:entity15:key0000000F:ref12:ord0;page94:tag2:entity15:key0000000F:ref12:ord0;page100:tag2:entity15:key0000000F:ref12:ord0;page106:tag2:entity15:key0000000F:ref12:ord0;page112:tag2:entity15:key0000000F:ref12:ord0;page118:tag2:entity15:key0000000F:ref12:ord0;page124:tag2:entity15:key0000000F:ref12:ord0;page130:tag1:entity15:key0000000F:ref12:ord0;page136:tag1:entity15:key0000000F:ref12:ord0;page142:tag1:entity15:key0000000F:ref12:ord0;page148:tag2:entity15:key0000000F:ref12:ord0;page154:tag3:entity15:key0000000F:ref12:ord0;page160:tag1:entity15:key0000000F:ref12:ord0;page166:tag1:entity15:key0000000F:ref12:ord0;page172:tag2:entity15:key0000000F:ref12:ord0;page178:tag2:entity15:key0000000F:ref12:ord0;page184:tag2:entity15:key0000000F:ref12:ord0;page202:tag2:entity15:key0000000F:ref12:ord0;page208:tag2:entity15:key0000000F:ref12:ord0;page214:tag1:entity15:key0000000F:ref12:ord0;page220:tag2:entity15:key0000000F:ref12:ord0;page226:tag2:entity15:key0000000F:ref12:ord0;page232:tag2:entity15:key0000000F:ref12:ord0;page244:tag2:entity15:key0000000F:ref12:ord0;page250:tag2:entity15:key0000000F:ref12:ord0;page268:tag2:entity15:key0000000F:ref12:ord0;page274:tag2:entity15:key0000000F:ref12:ord0;page280:tag2:entity15:key0000000F:ref12:ord0;page286:tag2:entity15:key0000000F:ref12:ord0;page298:tag2:entity15:key0000000F:ref12:ord0;page304:tag2:entity15:key0000000F:ref12:ord0;page310:tag2:entity15:key0000000F:ref12:ord0;page316:tag2:entity15:key0000000F:ref12:ord0;page328:tag2:entity15:key0000000F:ref12:ord0;page334:tag3:entity15:key0000000F:ref12:ord0;page340:tag2:entity15:key0000000F:ref12:ord0,"パトロール 応答せよ こちら<R=本部,HQ>",隣接区域で侵入者を発見,貴区域においても警戒を強化されたい,,,,NOT_CHECKED,33,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38
5DB9708C,13,13,13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13,38,,page76:tag2:entity14:key0000000E:ref13:ord0;page82:tag1:entity14:key0000000E:ref13:ord0;page88:tag3:entity14:key0000000E:ref13:ord0;page94:tag2:entity14:key0000000E:ref13:ord0;page100:tag2:entity14:key0000000E:ref13:ord0;page106:tag2:entity14:key0000000E:ref13:ord0;page112:tag2:entity14:key0000000E:ref13:ord0;page118:tag2:entity14:key0000000E:ref13:ord0;page124:tag2:entity14:key0000000E:ref13:ord0;page130:tag1:entity14:key0000000E:ref13:ord0;page136:tag1:entity14:key0000000E:ref13:ord0;page142:tag1:entity14:key0000000E:ref13:ord0;page148:tag2:entity14:key0000000E:ref13:ord0;page154:tag3:entity14:key0000000E:ref13:ord0;page160:tag1:entity14:key0000000E:ref13:ord0;page166:tag1:entity14:key0000000E:ref13:ord0;page172:tag2:entity14:key0000000E:ref13:ord0;page178:tag2:entity14:key0000000E:ref13:ord0;page184:tag2:entity14:key0000000E:ref13:ord0;page202:tag2:entity14:key0000000E:ref13:ord0;page208:tag2:entity14:key0000000E:ref13:ord0;page214:tag1:entity14:key0000000E:ref13:ord0;page220:tag2:entity14:key0000000E:ref13:ord0;page226:tag2:entity14:key0000000E:ref13:ord0;page232:tag2:entity14:key0000000E:ref13:ord0;page244:tag2:entity14:key0000000E:ref13:ord0;page250:tag2:entity14:key0000000E:ref13:ord0;page268:tag2:entity14:key0000000E:ref13:ord0;page274:tag2:entity14:key0000000E:ref13:ord0;page280:tag2:entity14:key0000000E:ref13:ord0;page286:tag2:entity14:key0000000E:ref13:ord0;page298:tag2:entity14:key0000000E:ref13:ord0;page304:tag2:entity14:key0000000E:ref13:ord0;page310:tag2:entity14:key0000000E:ref13:ord0;page316:tag2:entity14:key0000000E:ref13:ord0;page328:tag2:entity14:key0000000E:ref13:ord0;page334:tag3:entity14:key0000000E:ref13:ord0;page340:tag2:entity14:key0000000E:ref13:ord0,隣接区域で侵入者を発見,貴区域においても警戒を強化されたい,隣接区域で侵入者の痕跡を発見した,,,,NOT_CHECKED,51,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38
5DB9708C,14,14,14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14,38,,page76:tag2:entity13:key0000000D:ref14:ord0;page82:tag1:entity13:key0000000D:ref14:ord0;page88:tag3:entity13:key0000000D:ref14:ord0;page94:tag2:entity13:key0000000D:ref14:ord0;page100:tag2:entity13:key0000000D:ref14:ord0;page106:tag2:entity13:key0000000D:ref14:ord0;page112:tag2:entity13:key0000000D:ref14:ord0;page118:tag2:entity13:key0000000D:ref14:ord0;page124:tag2:entity13:key0000000D:ref14:ord0;page130:tag1:entity13:key0000000D:ref14:ord0;page136:tag1:entity13:key0000000D:ref14:ord0;page142:tag1:entity13:key0000000D:ref14:ord0;page148:tag2:entity13:key0000000D:ref14:ord0;page154:tag3:entity13:key0000000D:ref14:ord0;page160:tag1:entity13:key0000000D:ref14:ord0;page166:tag1:entity13:key0000000D:ref14:ord0;page172:tag2:entity13:key0000000D:ref14:ord0;page178:tag2:entity13:key0000000D:ref14:ord0;page184:tag2:entity13:key0000000D:ref14:ord0;page202:tag2:entity13:key0000000D:ref14:ord0;page208:tag2:entity13:key0000000D:ref14:ord0;page214:tag1:entity13:key0000000D:ref14:ord0;page220:tag2:entity13:key0000000D:ref14:ord0;page226:tag2:entity13:key0000000D:ref14:ord0;page232:tag2:entity13:key0000000D:ref14:ord0;page244:tag2:entity13:key0000000D:ref14:ord0;page250:tag2:entity13:key0000000D:ref14:ord0;page268:tag2:entity13:key0000000D:ref14:ord0;page274:tag2:entity13:key0000000D:ref14:ord0;page280:tag2:entity13:key0000000D:ref14:ord0;page286:tag2:entity13:key0000000D:ref14:ord0;page298:tag2:entity13:key0000000D:ref14:ord0;page304:tag2:entity13:key0000000D:ref14:ord0;page310:tag2:entity13:key0000000D:ref14:ord0;page316:tag2:entity13:key0000000D:ref14:ord0;page328:tag2:entity13:key0000000D:ref14:ord0;page334:tag3:entity13:key0000000D:ref14:ord0;page340:tag2:entity13:key0000000D:ref14:ord0,貴区域においても警戒を強化されたい,隣接区域で侵入者の痕跡を発見した,パトロール,,,,NOT_CHECKED,48,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38
5DB9708C,15,15,15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15,38,,page76:tag2:entity12:key0000000C:ref15:ord0;page82:tag1:entity12:key0000000C:ref15:ord0;page88:tag3:entity12:key0000000C:ref15:ord0;page94:tag2:entity12:key0000000C:ref15:ord0;page100:tag2:entity12:key0000000C:ref15:ord0;page106:tag2:entity12:key0000000C:ref15:ord0;page112:tag2:entity12:key0000000C:ref15:ord0;page118:tag2:entity12:key0000000C:ref15:ord0;page124:tag2:entity12:key0000000C:ref15:ord0;page130:tag1:entity12:key0000000C:ref15:ord0;page136:tag1:entity12:key0000000C:ref15:ord0;page142:tag1:entity12:key0000000C:ref15:ord0;page148:tag2:entity12:key0000000C:ref15:ord0;page154:tag3:entity12:key0000000C:ref15:ord0;page160:tag1:entity12:key0000000C:ref15:ord0;page166:tag1:entity12:key0000000C:ref15:ord0;page172:tag2:entity12:key0000000C:ref15:ord0;page178:tag2:entity12:key0000000C:ref15:ord0;page184:tag2:entity12:key0000000C:ref15:ord0;page202:tag2:entity12:key0000000C:ref15:ord0;page208:tag2:entity12:key0000000C:ref15:ord0;page214:tag1:entity12:key0000000C:ref15:ord0;page220:tag2:entity12:key0000000C:ref15:ord0;page226:tag2:entity12:key0000000C:ref15:ord0;page232:tag2:entity12:key0000000C:ref15:ord0;page244:tag2:entity12:key0000000C:ref15:ord0;page250:tag2:entity12:key0000000C:ref15:ord0;page268:tag2:entity12:key0000000C:ref15:ord0;page274:tag2:entity12:key0000000C:ref15:ord0;page280:tag2:entity12:key0000000C:ref15:ord0;page286:tag2:entity12:key0000000C:ref15:ord0;page298:tag2:entity12:key0000000C:ref15:ord0;page304:tag2:entity12:key0000000C:ref15:ord0;page310:tag2:entity12:key0000000C:ref15:ord0;page316:tag2:entity12:key0000000C:ref15:ord0;page328:tag2:entity12:key0000000C:ref15:ord0;page334:tag3:entity12:key0000000C:ref15:ord0;page340:tag2:entity12:key0000000C:ref15:ord0,隣接区域で侵入者の痕跡を発見した,パトロール,了解 厳重に警戒せよ,,,,NOT_CHECKED,15,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38
5DB9708C,16,16,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16,38,,page76:tag2:entity11:key0000000B:ref16:ord0;page82:tag1:entity11:key0000000B:ref16:ord0;page88:tag3:entity11:key0000000B:ref16:ord0;page94:tag2:entity11:key0000000B:ref16:ord0;page100:tag2:entity11:key0000000B:ref16:ord0;page106:tag2:entity11:key0000000B:ref16:ord0;page112:tag2:entity11:key0000000B:ref16:ord0;page118:tag2:entity11:key0000000B:ref16:ord0;page124:tag2:entity11:key0000000B:ref16:ord0;page130:tag1:entity11:key0000000B:ref16:ord0;page136:tag1:entity11:key0000000B:ref16:ord0;page142:tag1:entity11:key0000000B:ref16:ord0;page148:tag2:entity11:key0000000B:ref16:ord0;page154:tag3:entity11:key0000000B:ref16:ord0;page160:tag1:entity11:key0000000B:ref16:ord0;page166:tag1:entity11:key0000000B:ref16:ord0;page172:tag2:entity11:key0000000B:ref16:ord0;page178:tag2:entity11:key0000000B:ref16:ord0;page184:tag2:entity11:key0000000B:ref16:ord0;page202:tag2:entity11:key0000000B:ref16:ord0;page208:tag2:entity11:key0000000B:ref16:ord0;page214:tag1:entity11:key0000000B:ref16:ord0;page220:tag2:entity11:key0000000B:ref16:ord0;page226:tag2:entity11:key0000000B:ref16:ord0;page232:tag2:entity11:key0000000B:ref16:ord0;page244:tag2:entity11:key0000000B:ref16:ord0;page250:tag2:entity11:key0000000B:ref16:ord0;page268:tag2:entity11:key0000000B:ref16:ord0;page274:tag2:entity11:key0000000B:ref16:ord0;page280:tag2:entity11:key0000000B:ref16:ord0;page286:tag2:entity11:key0000000B:ref16:ord0;page298:tag2:entity11:key0000000B:ref16:ord0;page304:tag2:entity11:key0000000B:ref16:ord0;page310:tag2:entity11:key0000000B:ref16:ord0;page316:tag2:entity11:key0000000B:ref16:ord0;page328:tag2:entity11:key0000000B:ref16:ord0;page334:tag3:entity11:key0000000B:ref16:ord0;page340:tag2:entity11:key0000000B:ref16:ord0,パトロール,了解 厳重に警戒せよ,了解 帰投せよ,,,,NOT_CHECKED,28,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38
5DB9708C,17,17,17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17,38,,page76:tag2:entity10:key0000000A:ref17:ord0;page82:tag1:entity10:key0000000A:ref17:ord0;page88:tag3:entity10:key0000000A:ref17:ord0;page94:tag2:entity10:key0000000A:ref17:ord0;page100:tag2:entity10:key0000000A:ref17:ord0;page106:tag2:entity10:key0000000A:ref17:ord0;page112:tag2:entity10:key0000000A:ref17:ord0;page118:tag2:entity10:key0000000A:ref17:ord0;page124:tag2:entity10:key0000000A:ref17:ord0;page130:tag1:entity10:key0000000A:ref17:ord0;page136:tag1:entity10:key0000000A:ref17:ord0;page142:tag1:entity10:key0000000A:ref17:ord0;page148:tag2:entity10:key0000000A:ref17:ord0;page154:tag3:entity10:key0000000A:ref17:ord0;page160:tag1:entity10:key0000000A:ref17:ord0;page166:tag1:entity10:key0000000A:ref17:ord0;page172:tag2:entity10:key0000000A:ref17:ord0;page178:tag2:entity10:key0000000A:ref17:ord0;page184:tag2:entity10:key0000000A:ref17:ord0;page202:tag2:entity10:key0000000A:ref17:ord0;page208:tag2:entity10:key0000000A:ref17:ord0;page214:tag1:entity10:key0000000A:ref17:ord0;page220:tag2:entity10:key0000000A:ref17:ord0;page226:tag2:entity10:key0000000A:ref17:ord0;page232:tag2:entity10:key0000000A:ref17:ord0;page244:tag2:entity10:key0000000A:ref17:ord0;page250:tag2:entity10:key0000000A:ref17:ord0;page268:tag2:entity10:key0000000A:ref17:ord0;page274:tag2:entity10:key0000000A:ref17:ord0;page280:tag2:entity10:key0000000A:ref17:ord0;page286:tag2:entity10:key0000000A:ref17:ord0;page298:tag2:entity10:key0000000A:ref17:ord0;page304:tag2:entity10:key0000000A:ref17:ord0;page310:tag2:entity10:key0000000A:ref17:ord0;page316:tag2:entity10:key0000000A:ref17:ord0;page328:tag2:entity10:key0000000A:ref17:ord0;page334:tag3:entity10:key0000000A:ref17:ord0;page340:tag2:entity10:key0000000A:ref17:ord0,了解 厳重に警戒せよ,了解 帰投せよ,了解 増援を送る,,,,NOT_CHECKED,19,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38
5DB9708C,18,18,18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18,38,,page76:tag2:entity1:key00000001:ref18:ord0;page82:tag1:entity1:key00000001:ref18:ord0;page88:tag3:entity1:key00000001:ref18:ord0;page94:tag2:entity1:key00000001:ref18:ord0;page100:tag2:entity1:key00000001:ref18:ord0;page106:tag2:entity1:key00000001:ref18:ord0;page112:tag2:entity1:key00000001:ref18:ord0;page118:tag2:entity1:key00000001:ref18:ord0;page124:tag2:entity1:key00000001:ref18:ord0;page130:tag1:entity1:key00000001:ref18:ord0;page136:tag1:entity1:key00000001:ref18:ord0;page142:tag1:entity1:key00000001:ref18:ord0;page148:tag2:entity1:key00000001:ref18:ord0;page154:tag3:entity1:key00000001:ref18:ord0;page160:tag1:entity1:key00000001:ref18:ord0;page166:tag1:entity1:key00000001:ref18:ord0;page172:tag2:entity1:key00000001:ref18:ord0;page178:tag2:entity1:key00000001:ref18:ord0;page184:tag2:entity1:key00000001:ref18:ord0;page202:tag2:entity1:key00000001:ref18:ord0;page208:tag2:entity1:key00000001:ref18:ord0;page214:tag1:entity1:key00000001:ref18:ord0;page220:tag2:entity1:key00000001:ref18:ord0;page226:tag2:entity1:key00000001:ref18:ord0;page232:tag2:entity1:key00000001:ref18:ord0;page244:tag2:entity1:key00000001:ref18:ord0;page250:tag2:entity1:key00000001:ref18:ord0;page268:tag2:entity1:key00000001:ref18:ord0;page274:tag2:entity1:key00000001:ref18:ord0;page280:tag2:entity1:key00000001:ref18:ord0;page286:tag2:entity1:key00000001:ref18:ord0;page298:tag2:entity1:key00000001:ref18:ord0;page304:tag2:entity1:key00000001:ref18:ord0;page310:tag2:entity1:key00000001:ref18:ord0;page316:tag2:entity1:key00000001:ref18:ord0;page328:tag2:entity1:key00000001:ref18:ord0;page334:tag3:entity1:key00000001:ref18:ord0;page340:tag2:entity1:key00000001:ref18:ord0,了解 帰投せよ,了解 増援を送る,"こちら<R=本部,HQ>",,,,NOT_CHECKED,22,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38
5DB9708C,19,19,19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19,38,,page76:tag2:entity0:key00000000:ref19:ord0;page82:tag1:entity0:key00000000:ref19:ord0;page88:tag3:entity0:key00000000:ref19:ord0;page94:tag2:entity0:key00000000:ref19:ord0;page100:tag2:entity0:key00000000:ref19:ord0;page106:tag2:entity0:key00000000:ref19:ord0;page112:tag2:entity0:key00000000:ref19:ord0;page118:tag2:entity0:key00000000:ref19:ord0;page124:tag2:entity0:key00000000:ref19:ord0;page130:tag1:entity0:key00000000:ref19:ord0;page136:tag1:entity0:key00000000:ref19:ord0;page142:tag1:entity0:key00000000:ref19:ord0;page148:tag2:entity0:key00000000:ref19:ord0;page154:tag3:entity0:key00000000:ref19:ord0;page160:tag1:entity0:key00000000:ref19:ord0;page166:tag1:entity0:key00000000:ref19:ord0;page172:tag2:entity0:key00000000:ref19:ord0;page178:tag2:entity0:key00000000:ref19:ord0;page184:tag2:entity0:key00000000:ref19:ord0;page202:tag2:entity0:key00000000:ref19:ord0;page208:tag2:entity0:key00000000:ref19:ord0;page214:tag1:entity0:key00000000:ref19:ord0;page220:tag2:entity0:key00000000:ref19:ord0;page226:tag2:entity0:key00000000:ref19:ord0;page232:tag2:entity0:key00000000:ref19:ord0;page244:tag2:entity0:key00000000:ref19:ord0;page250:tag2:entity0:key00000000:ref19:ord0;page268:tag2:entity0:key00000000:ref19:ord0;page274:tag2:entity0:key00000000:ref19:ord0;page280:tag2:entity0:key00000000:ref19:ord0;page286:tag2:entity0:key00000000:ref19:ord0;page298:tag2:entity0:key00000000:ref19:ord0;page304:tag2:entity0:key00000000:ref19:ord0;page310:tag2:entity0:key00000000:ref19:ord0;page316:tag2:entity0:key00000000:ref19:ord0;page328:tag2:entity0:key00000000:ref19:ord0;page334:tag3:entity0:key00000000:ref19:ord0;page340:tag2:entity0:key00000000:ref19:ord0,了解 増援を送る,"こちら<R=本部,HQ>",どうかしたのか！？,"<R=本部,HQ>",,,NOT_CHECKED,22,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38
