selector,codepoint,character,glyph_index,atlas_x,atlas_y,width,height,bearing,advance,glyph_source,font_file,font_file_sha256,font_face_index,font_size,baseline,bitmap_sha256,is_han_override
001cbbd1.xpr,U+0044,D,13,362,1,51,66,1,51,CLEAN_JPN_PRESERVED,,,,,,7e36a2798866ffc7577c6f6d988346642df05cea836eb2831c46637fc9a82ed4,NO
001cbbd1.xpr,U+0045,E,14,414,1,46,66,1,46,CLEAN_JPN_PRESERVED,,,,,,957cf00ea65e5ae183602b9d251c63a67d47b7aca8c807b987d01c4b5fc50a46,NO
001cbbd1.xpr,U+0046,F,15,461,1,45,66,1,44,CLEAN_JPN_PRESERVED,,,,,,e5516d91a18ff5218c8ccc2148519cb4e427217cfb2f2cebf4c8d95269c21a88,NO
001cbbd1.xpr,U+0047,G,16,507,1,50,66,1,51,CLEAN_JPN_PRESERVED,,,,,,71b8c2868b709985a225a96fbfd6eab162e72697bdc2087e537ce3c9f75f1468,NO
001cbbd1.xpr,U+0048,H,17,558,1,53,66,1,53,CLEAN_JPN_PRESERVED,,,,,,bcae4a82a64f0f7de8ac225c82c6608aadee314329e9965379310a65f4757162,NO
001cbbd1.xpr,U+0049,I,18,612,1,23,66,1,23,CLEAN_JPN_PRESERVED,,,,,,7c7e0e841a8300946c7f184ca9cf4deb0bd11848fd527abc151d6fcb4e0a8185,NO
001cbbd1.xpr,U+004B,K,19,636,1,53,66,1,52,CLEAN_JPN_PRESERVED,,,,,,9dcf93358cea5698a84031dcb8da13f11fade7bee4f5d3d6499f9b280545f1fd,NO
001cbbd1.xpr,U+004C,L,20,690,1,45,66,1,44,CLEAN_JPN_PRESERVED,,,,,,1941830280639b77040def8562b8b0273484ecab6b6d3cfb6751e2b661b3384a,NO
001cbbd1.xpr,U+004D,M,21,736,1,58,66,1,58,CLEAN_JPN_PRESERVED,,,,,,398f6c7f34a83445945c3aa6e6724d5a69d7f206a6f47f3f426846497509607b,NO
001cbbd1.xpr,U+004E,N,22,795,1,52,66,1,51,CLEAN_JPN_PRESERVED,,,,,,dd4981b315e099e67e5d6c8fe56f33c3781f294f662abb9eeca98d7597430e63,NO
001cbbd1.xpr,U+004F,O,23,848,1,50,66,1,50,CLEAN_JPN_PRESERVED,,,,,,e9893bdb66d597afa19906163defc4af667d2646f6f9346725f96b64146dcf00,NO
001cbbd1.xpr,U+0050,P,24,899,1,43,66,1,43,CLEAN_JPN_PRESERVED,,,,,,805b29249ce30468f199577fc322c386a8306115fa1c12ec57303e60ebb3229a,NO
001cbbd1.xpr,U+0052,R,25,943,1,50,66,1,49,CLEAN_JPN_PRESERVED,,,,,,e665279cc977a7744085bf2ec3fdc3c06410c4c11d5ae48ac6caae020eb2182b,NO
001cbbd1.xpr,U+0053,S,26,994,1,39,66,1,39,CLEAN_JPN_PRESERVED,,,,,,4cf7b483bd99dfea3f1111ce3bb57fdb497335a2285c472e67751a53db03dc6c,NO
001cbbd1.xpr,U+0054,T,27,1034,1,51,66,1,50,CLEAN_JPN_PRESERVED,,,,,,c58a11fbe88a3b893d8e605bc43d3d79c8350c0bce7c820fe8bb70d0a3e43f03,NO
001cbbd1.xpr,U+0055,U,28,1086,1,53,66,1,52,CLEAN_JPN_PRESERVED,,,,,,098b6505c78de6f25b5d1ed085626d0132b03d9258a5f413c5f6f6d91fca10b4,NO
001cbbd1.xpr,U+0057,W,29,1140,1,62,66,1,61,CLEAN_JPN_PRESERVED,,,,,,b67b590e920410c3b16450bb153c7e0d4b7f48e1ff8cf75a3290d8457c73e7e3,NO
001cbbd1.xpr,U+0060,`,30,1203,1,19,66,1,20,CLEAN_JPN_PRESERVED,,,,,,9cd33d40d647e7c41f7fbb058e53cc64b7056aaf29c0bdc211e096ad29cddaf0,NO
001cbbd1.xpr,U+0061,a,31,1223,1,38,66,-1,38,CLEAN_JPN_PRESERVED,,,,,,73f1cd844e000427f1fe3d28f32c4b763897446cd3b5620d2ad03f86320d3da2,NO
001cbbd1.xpr,U+0062,b,32,1262,1,40,66,-1,39,CLEAN_JPN_PRESERVED,,,,,,517032783fb6322893460d933ae3b29977a433568fcd4ff2caf60109f2cd743d,NO
001cbbd1.xpr,U+0065,e,33,1303,1,34,66,1,34,CLEAN_JPN_PRESERVED,,,,,,dad6a4905331c20829e9fd9056058b0a687b725755debcea376d3f7505240202,NO
001cbbd1.xpr,U+0069,i,34,1338,1,23,66,-1,23,CLEAN_JPN_PRESERVED,,,,,,cf52b8c0e6140e0ec496d93a8369909e27aae5e82ce9c31b19b8e8ff0419524f,NO
001cbbd1.xpr,U+006C,l,35,1362,1,23,66,-1,23,CLEAN_JPN_PRESERVED,,,,,,6dbf9cb06cf3d6c88a184368c2fcfb1e612f11483a42e6b3b9b3a18df18b26dc,NO
001cbbd1.xpr,U+006E,n,36,1386,1,46,66,0,45,CLEAN_JPN_PRESERVED,,,,,,78f7a16483305e4c8ca92f11610ae1e5304dff890a0040a7647f5f2af2411f6c,NO
001cbbd1.xpr,U+006F,o,37,1433,1,36,66,0,36,CLEAN_JPN_PRESERVED,,,,,,ac7c962b95285ec7e3e52027bf22984cb53f69746944fb46bc7ece02596787a7,NO
001cbbd1.xpr,U+0072,r,38,1470,1,30,66,0,29,CLEAN_JPN_PRESERVED,,,,,,6e13169767ea4ab05bbf7817d6fe5c0f726b49f7820c47573e8c123347827a4e,NO
001cbbd1.xpr,U+0074,t,39,1501,1,27,66,0,27,CLEAN_JPN_PRESERVED,,,,,,2e623d080f5cdbbcbbe93168884f13dc5874f9569b1da7ee2f0e931458be2572,NO
001cbbd1.xpr,U+0079,y,40,1529,1,43,66,0,42,CLEAN_JPN_PRESERVED,,,,,,27dcd0759082b7a5b66c1a520a73b91ab44a580d9f035d6497500da4dd55c958,NO
001cbbd1.xpr,U+00AE,®,41,1573,1,1,66,0,66,CLEAN_JPN_PRESERVED,,,,,,efbb03b7a7f6fd3c29391d4d0281e1830a85caadd831c3f04716faca4107a42e,NO
001cbbd1.xpr,U+201C,“,42,1575,1,66,66,36,68,CLEAN_JPN_PRESERVED,,,,,,65390cf70447f25b92500ce0cdb2be9df805adf28bf8aa9eaf4de06b5e90b5c9,NO
001cbbd1.xpr,U+201D,”,43,1642,1,66,66,2,102,CLEAN_JPN_PRESERVED,,,,,,61c2d6ccdd6bf2d4f6d1cefc156dafa99a734f074eef89b326f6c88d11cbcd66,NO
001cbbd1.xpr,U+2026,…,44,1709,1,66,66,5,71,CLEAN_JPN_PRESERVED,,,,,,4648e8caf44eb991492d4b5cc22f6e79dfbccf79d205c970e6a56a38249dac86,NO
001cbbd1.xpr,U+3001,、,45,1776,1,66,66,2,113,CLEAN_JPN_PRESERVED,,,,,,81478a0dfb10b6d566e23aa7fa44a04a9b9dc5f54051ce6b7f0ed1aa4feacc5c,NO
001cbbd1.xpr,U+3002,。,46,1843,1,66,66,2,112,CLEAN_JPN_PRESERVED,,,,,,8760f37f1efe9c0bd19afcb56e8670d0b1238fe3ff38919a12c37c6ead6697eb,NO
001cbbd1.xpr,U+3005,々,47,1910,1,66,66,7,74,CLEAN_JPN_PRESERVED,,,,,,468c26a030d8b77981229c16fd90074828816f1207f7c41218e1d0c8a8edffcf,NO
001cbbd1.xpr,U+300E,『,48,1977,1,66,66,38,69,CLEAN_JPN_PRESERVED,,,,,,601461b4bee039eac56dc6bcbd1617162c503b788e58a11d04d52674d6691bbc,NO
001cbbd1.xpr,U+300F,』,49,1,68,66,66,3,104,CLEAN_JPN_PRESERVED,,,,,,c0157f1c3760e28ad62c3463bd3652729de527ea539647e6dd687d9bd900da81,NO
001cbbd1.xpr,U+3042,あ,50,68,68,66,66,6,73,CLEAN_JPN_PRESERVED,,,,,,1a1eac836d9f11973dc363b97dc39fef04c363e026de4f6257de35ae7c92a6c5,NO
001cbbd1.xpr,U+3044,い,51,135,68,66,66,7,72,CLEAN_JPN_PRESERVED,,,,,,d0fdb708784b2b9d59126e51643289e95c07747385157f5754fbc364f6dc8594,NO
001cbbd1.xpr,U+3046,う,52,202,68,66,66,11,77,CLEAN_JPN_PRESERVED,,,,,,de8e99d4f61321122bc9b2aa494a8f8bda5ac6c45556f7dbd7fb5f50534c3686,NO
001cbbd1.xpr,U+3048,え,53,269,68,66,66,6,71,CLEAN_JPN_PRESERVED,,,,,,9af38880f27438316161c696f6880e7808bbd156ec92c4b75a4169cb643393b0,NO
001cbbd1.xpr,U+304A,お,54,336,68,66,66,4,71,CLEAN_JPN_PRESERVED,,,,,,939352c866cdd2b53564a1a58398ec84e5e4273d66ea0562b744b890abaf9107,NO
001cbbd1.xpr,U+304B,か,55,403,68,66,66,4,70,CLEAN_JPN_PRESERVED,,,,,,8aad48973cc8718c197d64399fc26651e7242489805e60b7b3b57c589391d050,NO
001cbbd1.xpr,U+304C,が,56,470,68,66,66,4,68,CLEAN_JPN_PRESERVED,,,,,,f05d226e52e4131cf227633fe83090449a99ae560bad395dea1a9caa5c28ccde,NO
001cbbd1.xpr,U+304D,き,57,537,68,66,66,5,72,CLEAN_JPN_PRESERVED,,,,,,82c34bdf039b91e2c77e77b5ffac9e1cb538857e8c546bf039bfe6b0a2ee3af9,NO
001cbbd1.xpr,U+304F,く,58,604,68,66,66,12,82,CLEAN_JPN_PRESERVED,,,,,,39ea91446c1656bd2a9308b1ee9ee5656551a581a5498b954bfcea6c0ae5e7e0,NO
001cbbd1.xpr,U+3050,ぐ,59,671,68,66,66,9,68,CLEAN_JPN_PRESERVED,,,,,,6471da779df63390b02c12f1d15388a912f34d14cc628fd48d36dcbc02d45af9,NO
001cbbd1.xpr,U+3051,け,60,738,68,66,66,7,68,CLEAN_JPN_PRESERVED,,,,,,655f3fa60aa442b03585c47ab4d63cba165defa008306e6e1ce8bf8250b5a7ed,NO
001cbbd1.xpr,U+3052,げ,61,805,68,66,66,3,66,CLEAN_JPN_PRESERVED,,,,,,03166f4e0fc678618ad464edd7396fa9c06721b6672f171f188ee64b6f0f391a,NO
001cbbd1.xpr,U+3053,こ,62,872,68,66,66,11,75,CLEAN_JPN_PRESERVED,,,,,,c912b43ed518fbdf6882b12ff79c35bec42bc4be4353ba5e68c62ddf5bce7795,NO
001cbbd1.xpr,U+3054,ご,63,939,68,66,66,10,67,CLEAN_JPN_PRESERVED,,,,,,272870c75852b97b3317f1ac664bdc5a2eeb65ce5cd68646a19574d95f4e9f5b,NO
001cbbd1.xpr,U+3055,さ,64,1006,68,66,66,9,75,CLEAN_JPN_PRESERVED,,,,,,467998442d671a701bd5021eb3b384c5bcd53338d5631311b3ab483b19ca06b5,NO
001cbbd1.xpr,U+3057,し,65,1073,68,66,66,11,75,CLEAN_JPN_PRESERVED,,,,,,a0be5f3b74dba9ec4c4ef41b527fa5fffc2ef91c857875f9f09b07945146bfe6,NO
001cbbd1.xpr,U+3058,じ,66,1140,68,66,66,11,75,CLEAN_JPN_PRESERVED,,,,,,4634dba7d89417048c7cc899797160930cda7c64128e0b4d9968615dcbe57610,NO
001cbbd1.xpr,U+3059,す,67,1207,68,66,66,2,69,CLEAN_JPN_PRESERVED,,,,,,0aff2299fbe8516033001e4d199afe3c1e4202f7ec47b71f586547848750845d,NO
001cbbd1.xpr,U+305A,ず,68,1274,68,66,66,2,67,CLEAN_JPN_PRESERVED,,,,,,854b0923c6a219095516cc6eaa3ee1633fdce0178108d1f2c886663bc5df13ca,NO
001cbbd1.xpr,U+305B,せ,69,1341,68,66,66,2,69,CLEAN_JPN_PRESERVED,,,,,,6932a69733c4b2727e525f259ee1108416bf3a74ad7423748e5d07d78eb82635,NO
001cbbd1.xpr,U+305D,そ,70,1408,68,66,66,3,69,CLEAN_JPN_PRESERVED,,,,,,6cbbd8f19941fae8465173401bdde8d05a605aead76b115ac78bcfc8e7948154,NO
001cbbd1.xpr,U+305E,ぞ,71,1475,68,66,66,3,67,CLEAN_JPN_PRESERVED,,,,,,a6643e723ba2cf6bfd0ba2a5c1cce8c7a1d5c3e933b7177a0b02e26fa3f6e341,NO
001cbbd1.xpr,U+305F,た,72,1542,68,66,66,4,71,CLEAN_JPN_PRESERVED,,,,,,77323d460ba8a5dcb555178facc73f7ab72873990a3a32624ccf1d71cc5d45b4,NO
001cbbd1.xpr,U+3060,だ,73,1609,68,66,66,4,68,CLEAN_JPN_PRESERVED,,,,,,3efd2bf5a3a8758e544b9472b8b22e9f77c5c96017c2fe3c006f64d0d1d82875,NO
001cbbd1.xpr,U+3061,ち,74,1676,68,66,66,7,75,CLEAN_JPN_PRESERVED,,,,,,35e61d1d7c33a99c089f8786ed0756441a8c8304c44a7c6c011e13d6bc55ad20,NO
001cbbd1.xpr,U+3063,っ,75,1743,68,66,66,8,77,CLEAN_JPN_PRESERVED,,,,,,cbbfca616bccb89a81990722963d3b9367a5ef4515c415602884a6a34ac7ba30,NO
001cbbd1.xpr,U+3064,つ,76,1810,68,66,66,4,71,CLEAN_JPN_PRESERVED,,,,,,1d8e0896df31dccf27f5656d714ff157d1ea8269d9dfe3dfdc413e3996686eae,NO
001cbbd1.xpr,U+3066,て,77,1877,68,66,66,3,70,CLEAN_JPN_PRESERVED,,,,,,893171a65338c393f1e448d1982521b6ca2cd88a1abe24774cd9e6c40fd982fb,NO
001cbbd1.xpr,U+3067,で,78,1944,68,66,66,3,70,CLEAN_JPN_PRESERVED,,,,,,65013fe0ef04e5479c3a39c0ba74b03f981dbf8f9e56514949be0e6bed180831,NO
001cbbd1.xpr,U+3068,と,79,1,135,66,66,11,75,CLEAN_JPN_PRESERVED,,,,,,142b8e5dcb633aedb61d3e3a7cbb89b98b4e7e2ff5714d2b6b7152ed2b03ecbb,NO
001cbbd1.xpr,U+3069,ど,80,68,135,66,66,11,68,CLEAN_JPN_PRESERVED,,,,,,07718a4934f210267f94f895a6c12d098f805899e693ba93acd5daf210259269,NO
001cbbd1.xpr,U+306A,な,81,135,135,66,66,4,71,CLEAN_JPN_PRESERVED,,,,,,936112e25d7c6cdb9f0e9cfa3f9f357484c1ac8adfef81eb8a4eafd7e02ba185,NO
001cbbd1.xpr,U+306B,に,82,202,135,66,66,7,73,CLEAN_JPN_PRESERVED,,,,,,36437640b286c1aadeefbc6d3eea0b980e597bda0bfb90598e7fec8914f62a63,NO
001cbbd1.xpr,U+306C,ぬ,83,269,135,66,66,5,69,CLEAN_JPN_PRESERVED,,,,,,451dbd78a1794c5bdc7c56639948d59a4ea8424477a8f8ca75368fc2e7374ab4,NO
001cbbd1.xpr,U+306E,の,84,336,135,66,66,5,71,CLEAN_JPN_PRESERVED,,,,,,6734977a703a21a30a113ba8bd19c86462e405ad43f4372605b386f5987fc2fe,NO
001cbbd1.xpr,U+306F,は,85,403,135,66,66,6,69,CLEAN_JPN_PRESERVED,,,,,,83bd4844dc3ca2be5b758b1b89c996ca5c9a940012cfde9320d08276f2d4e605,NO
001cbbd1.xpr,U+3070,ば,86,470,135,66,66,6,66,CLEAN_JPN_PRESERVED,,,,,,b722def042b826c8a6a7084a954b0a31fee9db5449ae72f0944c8e0518e95ff5,NO
001cbbd1.xpr,U+3072,ひ,87,537,135,66,66,5,69,CLEAN_JPN_PRESERVED,,,,,,0108abd70754adc5264e754bd12b6812f407857931189f911283ab3d12c55137,NO
001cbbd1.xpr,U+3073,び,88,604,135,66,66,5,67,CLEAN_JPN_PRESERVED,,,,,,4267b4b18b949969c56a98fd5a878ceb34a10548ef1e1c1a8af841136d25f80b,NO
001cbbd1.xpr,U+3076,ぶ,89,671,135,66,66,3,69,CLEAN_JPN_PRESERVED,,,,,,1ba22e987ac24a073f303c974f4630beaae205ea8df2d099a7af56f7e307a1af,NO
001cbbd1.xpr,U+307C,ぼ,90,738,135,66,66,4,67,CLEAN_JPN_PRESERVED,,,,,,c08eb00ec9725829b828f814891be8333e7545315b1d518abfe1f5b7b3fd798c,NO
001cbbd1.xpr,U+307E,ま,91,805,135,66,66,7,74,CLEAN_JPN_PRESERVED,,,,,,cc0c3fcce2cf21517a33e52177275688c5214ffceab3c1e5ab90dfe2097aea34,NO
001cbbd1.xpr,U+307F,み,92,872,135,66,66,4,69,CLEAN_JPN_PRESERVED,,,,,,70af9dde2e36c9aa713f1f013df22d46a5701f5e270f324bc18a2c59961130db,NO
001cbbd1.xpr,U+3081,め,93,939,135,66,66,5,70,CLEAN_JPN_PRESERVED,,,,,,3cdd9b1e2959f21e36c71d1fe27e1a8ca4dc1a1a4c4098191daed2604ee2b7b4,NO
001cbbd1.xpr,U+3082,も,94,1006,135,66,66,9,75,CLEAN_JPN_PRESERVED,,,,,,17feb736c1325253fe4bf2bff0a0cc4256885b41766db571aef6fcff19a11577,NO
001cbbd1.xpr,U+3083,ゃ,95,1073,135,66,66,7,75,CLEAN_JPN_PRESERVED,,,,,,c865948dd78482b2a5b1031dbe30ad7e0e94cc03f21ec1ae6c406d508a644372,NO
001cbbd1.xpr,U+3084,や,96,1140,135,66,66,3,70,CLEAN_JPN_PRESERVED,,,,,,d4f86a5fbd05785f379ffb1d04bd994d5261d45afdb09f16474ca1a3840087ab,NO
001cbbd1.xpr,U+3088,よ,97,1207,135,66,66,7,74,CLEAN_JPN_PRESERVED,,,,,,c3ad3d6546f9cfc419fa7c492f095c342c7ba7284885cd8bf1c62d30a2603cb4,NO
001cbbd1.xpr,U+3089,ら,98,1274,135,66,66,11,77,CLEAN_JPN_PRESERVED,,,,,,a8dac5f09f29815377d944914369cf5e44b8e460f94a481269027e5e6a222015,NO
001cbbd1.xpr,U+308A,り,99,1341,135,66,66,12,80,CLEAN_JPN_PRESERVED,,,,,,47e1e635a48aa8820d03ce7c14a8554abad50c5cd15afaff5ab2b8e9514ad17f,NO
001cbbd1.xpr,U+308B,る,100,1408,135,66,66,7,75,CLEAN_JPN_PRESERVED,,,,,,c8440f20b5431eb2c82b57ee246a9d7346feae1fc415ee417ce5f561fe11bfd1,NO
001cbbd1.xpr,U+308C,れ,101,1475,135,66,66,3,69,CLEAN_JPN_PRESERVED,,,,,,ead7464e938613f66b7283fa6eb36ea544fc31190a8ed82c48a56cf9dee77243,NO
001cbbd1.xpr,U+308D,ろ,102,1542,135,66,66,8,76,CLEAN_JPN_PRESERVED,,,,,,f2aa7b457590b62748465b272dcb008bbff2c3dd88db75f9786d5c64e6c25fef,NO
001cbbd1.xpr,U+308F,わ,103,1609,135,66,66,3,71,CLEAN_JPN_PRESERVED,,,,,,feb4bf1089b47d71794da91cc956ad1c7d8a27bcc29d3f7cde6a3db04b039308,NO
001cbbd1.xpr,U+3092,を,104,1676,135,66,66,7,73,CLEAN_JPN_PRESERVED,,,,,,f4f8e68c2a720b57db543aaf81db7fc5513871b6ddd98fbee0d2ee8d49bad1c0,NO
001cbbd1.xpr,U+3093,ん,105,1743,135,66,66,4,70,CLEAN_JPN_PRESERVED,,,,,,798762549e4927bd0be014c724d9a1140e281cefc11295220977c94966106692,NO
001cbbd1.xpr,U+30A3,ィ,106,1810,135,66,66,8,80,CLEAN_JPN_PRESERVED,,,,,,5c3ebddee9cd8ddabb76dd709fbc75649b21af09a2f7d04fce578401cdf9eee9,NO
001cbbd1.xpr,U+30A4,イ,107,1877,135,66,66,5,75,CLEAN_JPN_PRESERVED,,,,,,7c3719ff2c38bacfcab195252d1543caded5d0aac7eae2980cefac0e65aeab6c,NO
001cbbd1.xpr,U+30AD,キ,108,1944,135,66,66,4,70,CLEAN_JPN_PRESERVED,,,,,,48a287d9ab378a5640da970f485d2f61837f15dceee1dd969721db221d1d74a5,NO
001cbbd1.xpr,U+30AF,ク,109,1,202,66,66,6,74,CLEAN_JPN_PRESERVED,,,,,,052b2c79373c4ca592e197e5152114c4f40d3b3f151db1be5a950349b2e76f4a,NO
001cbbd1.xpr,U+30B2,ゲ,110,68,202,66,66,4,66,CLEAN_JPN_PRESERVED,,,,,,70d82872602f101b4961ccf63ee0da9ca73f1796d7aad5fecd977f85df53a776,NO
001cbbd1.xpr,U+30B5,サ,111,135,202,66,66,3,69,CLEAN_JPN_PRESERVED,,,,,,b0739bde0b96f2c65f9a5074ede27bfe6ab7813d2d759f0ff930ec3caee283fc,NO
001cbbd1.xpr,U+30B6,ザ,112,202,202,66,66,2,67,CLEAN_JPN_PRESERVED,,,,,,0c9f9cab0fa028495934fc6751aa50bc7057598bd77a50c8d2c8026004f4e679,NO
001cbbd1.xpr,U+30B7,シ,113,269,202,66,66,7,71,CLEAN_JPN_PRESERVED,,,,,,8607736d5a28ead05abe8bb1801e30c17e76b27ed37e6a23f07619aeb30a5d65,NO
001cbbd1.xpr,U+30B9,ス,114,336,202,66,66,4,73,CLEAN_JPN_PRESERVED,,,,,,f389485dd32e37a76a368752316924b7cb59f646361bdcd626bf8fbdfa89c821,NO
001cbbd1.xpr,U+30BB,セ,115,403,202,66,66,4,70,CLEAN_JPN_PRESERVED,,,,,,f9ac5f6ed3fca90329b7256381e1da3368f4fcc2c0d236d7dc0de53976f70958,NO
001cbbd1.xpr,U+30BF,タ,116,470,202,66,66,7,73,CLEAN_JPN_PRESERVED,,,,,,3466820427d711d968fc9c8a5c969ca1704495f5f9036a13d058a465c4e6131b,NO
001cbbd1.xpr,U+30C0,ダ,117,537,202,66,66,6,66,CLEAN_JPN_PRESERVED,,,,,,7196c6669d3e1fa0fa14d0801837c43460635a645ab3acddf8d9adf42159adeb,NO
001cbbd1.xpr,U+30C3,ッ,118,604,202,66,66,10,78,CLEAN_JPN_PRESERVED,,,,,,11f5fc40129d8675d79ba0b3660e5461fa1fb11f0525ac3ff21dd5d0839d24dd,NO
001cbbd1.xpr,U+30C6,テ,119,671,202,66,66,4,71,CLEAN_JPN_PRESERVED,,,,,,e902fb90fa84d05f57161164c5c6fd196345d40672c3bcfc6f4c6f18c20d8350,NO
001cbbd1.xpr,U+30C7,デ,120,738,202,66,66,3,67,CLEAN_JPN_PRESERVED,,,,,,e0e8f3473e7078395ac9bac19b5df7ec813a4373a8d850580967615cb704fe1b,NO
001cbbd1.xpr,U+30C8,ト,121,805,202,66,66,16,76,CLEAN_JPN_PRESERVED,,,,,,e1d76c53b9ade5d34e91ac5c1478af08c23b17d39100ff95290fb777c9392660,NO
001cbbd1.xpr,U+30CB,ニ,122,872,202,66,66,4,70,CLEAN_JPN_PRESERVED,,,,,,9a272341cf3d435a161980ad06c6d80bbee1d31c4065f78bd05261b596b477a8,NO
001cbbd1.xpr,U+30CF,ハ,123,939,202,66,66,6,72,CLEAN_JPN_PRESERVED,,,,,,e22129f0c3b9569808da5a9bd4ace8515cfd7650ae929cdce87b08a7127bebdf,NO
001cbbd1.xpr,U+30D0,バ,124,1006,202,66,66,6,71,CLEAN_JPN_PRESERVED,,,,,,c4cdaca5169a809701c3e3aad6a054d915acc0f1759b3defccdc787539076cee,NO
001cbbd1.xpr,U+30D1,パ,125,1073,202,66,66,6,71,CLEAN_JPN_PRESERVED,,,,,,c30df1a7bbdb991aba7c11bc7ea6b0e0bc7c27168a06f564cf4704eea5d0f7b6,NO
001cbbd1.xpr,U+30D6,ブ,126,1140,202,66,66,4,66,CLEAN_JPN_PRESERVED,,,,,,2835f379c1e649385aaeacc14a731c650f43dff66b0d62e035db2c19041cb9fb,NO
001cbbd1.xpr,U+30D7,プ,127,1207,202,66,66,4,66,CLEAN_JPN_PRESERVED,,,,,,3c4f34ce258f74777ddd04d82c7dc6806b08afff7b16f9fd81e0995e0523979e,NO
001cbbd1.xpr,U+30DC,ボ,128,1274,202,66,66,4,71,CLEAN_JPN_PRESERVED,,,,,,ee45ff15740fc4c694af08597423edfcd9ddd0f5d2a02a0a2b33aa7695ded5fc,NO
001cbbd1.xpr,U+30E0,ム,129,1341,202,66,66,5,73,CLEAN_JPN_PRESERVED,,,,,,8a63ec88627988f4196ce94d0bcf74935cf393cb0ec023c064d3abc71b38b3ef,NO
001cbbd1.xpr,U+30E1,メ,130,1408,202,66,66,7,76,CLEAN_JPN_PRESERVED,,,,,,eb3ac8994ba9015754360217149c19b95ec7c7a88cc08f85e786fbe0f51bd779,NO
001cbbd1.xpr,U+30E3,ャ,131,1475,202,66,66,9,75,CLEAN_JPN_PRESERVED,,,,,,29e6ec313f98bbd9622d9113579b567df5307930cc25826d21ac6a726a1c7d30,NO
001cbbd1.xpr,U+30E5,ュ,132,1542,202,66,66,9,74,CLEAN_JPN_PRESERVED,,,,,,0901d40ecd55e8920bf845b24cabbe9544c0787cdec2bcdd63b66ee29349773b,NO
001cbbd1.xpr,U+30E9,ラ,133,1609,202,66,66,8,72,CLEAN_JPN_PRESERVED,,,,,,5a8fc3860ead119ddcdae544c654b4eeecb8406c05f6c2e4add715c672bf5796,NO
001cbbd1.xpr,U+30EA,リ,134,1676,202,66,66,10,79,CLEAN_JPN_PRESERVED,,,,,,575b1e2dc562f326db1a44df127af5efbb43254f8766e4187c9b955dd8dcb68d,NO
001cbbd1.xpr,U+30EB,ル,135,1743,202,66,66,4,69,CLEAN_JPN_PRESERVED,,,,,,d450bffa0e588aeac83f182cb905a3309895f5664f9dfafada4f5e3ddd3ef731,NO
