file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
5DB9708C,10,10,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10,38,,page76:tag2:entity17:key00000011:ref10:ord0;page82:tag1:entity17:key00000011:ref10:ord0;page88:tag3:entity17:key00000011:ref10:ord0;page94:tag2:entity17:key00000011:ref10:ord0;page100:tag2:entity17:key00000011:ref10:ord0;page106:tag2:entity17:key00000011:ref10:ord0;page112:tag2:entity17:key00000011:ref10:ord0;page118:tag2:entity17:key00000011:ref10:ord0;page124:tag2:entity17:key00000011:ref10:ord0;page130:tag1:entity17:key00000011:ref10:ord0;page136:tag1:entity17:key00000011:ref10:ord0;page142:tag1:entity17:key00000011:ref10:ord0;page148:tag2:entity17:key00000011:ref10:ord0;page154:tag3:entity17:key00000011:ref10:ord0;page160:tag1:entity17:key00000011:ref10:ord0;page166:tag1:entity17:key00000011:ref10:ord0;page172:tag2:entity17:key00000011:ref10:ord0;page178:tag2:entity17:key00000011:ref10:ord0;page184:tag2:entity17:key00000011:ref10:ord0;page202:tag2:entity17:key00000011:ref10:ord0;page208:tag2:entity17:key00000011:ref10:ord0;page214:tag1:entity17:key00000011:ref10:ord0;page220:tag2:entity17:key00000011:ref10:ord0;page226:tag2:entity17:key00000011:ref10:ord0;page232:tag2:entity17:key00000011:ref10:ord0;page244:tag2:entity17:key00000011:ref10:ord0;page250:tag2:entity17:key00000011:ref10:ord0;page268:tag2:entity17:key00000011:ref10:ord0;page274:tag2:entity17:key00000011:ref10:ord0;page280:tag2:entity17:key00000011:ref10:ord0;page286:tag2:entity17:key00000011:ref10:ord0;page298:tag2:entity17:key00000011:ref10:ord0;page304:tag2:entity17:key00000011:ref10:ord0;page310:tag2:entity17:key00000011:ref10:ord0;page316:tag2:entity17:key00000011:ref10:ord0;page328:tag2:entity17:key00000011:ref10:ord0;page334:tag3:entity17:key00000011:ref10:ord0;page340:tag2:entity17:key00000011:ref10:ord0,発見し次第攻撃せよ,侵入者がそちらへ向かっている,"パトロール 応答せよ こちら<R=本部,HQ>",,入侵者正朝你们那里前进,,MATCH,42,33,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38; review_flag=JPN_PRIMARY;AUX_CONFIRMED
5DB9708C,11,11,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11,38,,page76:tag2:entity16:key00000010:ref11:ord0;page82:tag1:entity16:key00000010:ref11:ord0;page88:tag3:entity16:key00000010:ref11:ord0;page94:tag2:entity16:key00000010:ref11:ord0;page100:tag2:entity16:key00000010:ref11:ord0;page106:tag2:entity16:key00000010:ref11:ord0;page112:tag2:entity16:key00000010:ref11:ord0;page118:tag2:entity16:key00000010:ref11:ord0;page124:tag2:entity16:key00000010:ref11:ord0;page130:tag1:entity16:key00000010:ref11:ord0;page136:tag1:entity16:key00000010:ref11:ord0;page142:tag1:entity16:key00000010:ref11:ord0;page148:tag2:entity16:key00000010:ref11:ord0;page154:tag3:entity16:key00000010:ref11:ord0;page160:tag1:entity16:key00000010:ref11:ord0;page166:tag1:entity16:key00000010:ref11:ord0;page172:tag2:entity16:key00000010:ref11:ord0;page178:tag2:entity16:key00000010:ref11:ord0;page184:tag2:entity16:key00000010:ref11:ord0;page202:tag2:entity16:key00000010:ref11:ord0;page208:tag2:entity16:key00000010:ref11:ord0;page214:tag1:entity16:key00000010:ref11:ord0;page220:tag2:entity16:key00000010:ref11:ord0;page226:tag2:entity16:key00000010:ref11:ord0;page232:tag2:entity16:key00000010:ref11:ord0;page244:tag2:entity16:key00000010:ref11:ord0;page250:tag2:entity16:key00000010:ref11:ord0;page268:tag2:entity16:key00000010:ref11:ord0;page274:tag2:entity16:key00000010:ref11:ord0;page280:tag2:entity16:key00000010:ref11:ord0;page286:tag2:entity16:key00000010:ref11:ord0;page298:tag2:entity16:key00000010:ref11:ord0;page304:tag2:entity16:key00000010:ref11:ord0;page310:tag2:entity16:key00000010:ref11:ord0;page316:tag2:entity16:key00000010:ref11:ord0;page328:tag2:entity16:key00000010:ref11:ord0;page334:tag3:entity16:key00000010:ref11:ord0;page340:tag2:entity16:key00000010:ref11:ord0,侵入者がそちらへ向かっている,"パトロール 応答せよ こちら<R=本部,HQ>",隣接区域で侵入者を発見,"<R=本部,HQ>","巡逻队 请回答 这里是<R=总部,HQ>","<R=总部,HQ>",MATCH,51,42,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38; review_flag=JPN_PRIMARY;RUBY_PRESERVED
5DB9708C,12,12,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12,38,,page76:tag2:entity15:key0000000F:ref12:ord0;page82:tag1:entity15:key0000000F:ref12:ord0;page88:tag3:entity15:key0000000F:ref12:ord0;page94:tag2:entity15:key0000000F:ref12:ord0;page100:tag2:entity15:key0000000F:ref12:ord0;page106:tag2:entity15:key0000000F:ref12:ord0;page112:tag2:entity15:key0000000F:ref12:ord0;page118:tag2:entity15:key0000000F:ref12:ord0;page124:tag2:entity15:key0000000F:ref12:ord0;page130:tag1:entity15:key0000000F:ref12:ord0;page136:tag1:entity15:key0000000F:ref12:ord0;page142:tag1:entity15:key0000000F:ref12:ord0;page148:tag2:entity15:key0000000F:ref12:ord0;page154:tag3:entity15:key0000000F:ref12:ord0;page160:tag1:entity15:key0000000F:ref12:ord0;page166:tag1:entity15:key0000000F:ref12:ord0;page172:tag2:entity15:key0000000F:ref12:ord0;page178:tag2:entity15:key0000000F:ref12:ord0;page184:tag2:entity15:key0000000F:ref12:ord0;page202:tag2:entity15:key0000000F:ref12:ord0;page208:tag2:entity15:key0000000F:ref12:ord0;page214:tag1:entity15:key0000000F:ref12:ord0;page220:tag2:entity15:key0000000F:ref12:ord0;page226:tag2:entity15:key0000000F:ref12:ord0;page232:tag2:entity15:key0000000F:ref12:ord0;page244:tag2:entity15:key0000000F:ref12:ord0;page250:tag2:entity15:key0000000F:ref12:ord0;page268:tag2:entity15:key0000000F:ref12:ord0;page274:tag2:entity15:key0000000F:ref12:ord0;page280:tag2:entity15:key0000000F:ref12:ord0;page286:tag2:entity15:key0000000F:ref12:ord0;page298:tag2:entity15:key0000000F:ref12:ord0;page304:tag2:entity15:key0000000F:ref12:ord0;page310:tag2:entity15:key0000000F:ref12:ord0;page316:tag2:entity15:key0000000F:ref12:ord0;page328:tag2:entity15:key0000000F:ref12:ord0;page334:tag3:entity15:key0000000F:ref12:ord0;page340:tag2:entity15:key0000000F:ref12:ord0,"パトロール 応答せよ こちら<R=本部,HQ>",隣接区域で侵入者を発見,貴区域においても警戒を強化されたい,,在邻近区域发现入侵者,,MATCH,33,30,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38; review_flag=JPN_PRIMARY;AUX_CONFIRMED
5DB9708C,13,13,13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13,38,,page76:tag2:entity14:key0000000E:ref13:ord0;page82:tag1:entity14:key0000000E:ref13:ord0;page88:tag3:entity14:key0000000E:ref13:ord0;page94:tag2:entity14:key0000000E:ref13:ord0;page100:tag2:entity14:key0000000E:ref13:ord0;page106:tag2:entity14:key0000000E:ref13:ord0;page112:tag2:entity14:key0000000E:ref13:ord0;page118:tag2:entity14:key0000000E:ref13:ord0;page124:tag2:entity14:key0000000E:ref13:ord0;page130:tag1:entity14:key0000000E:ref13:ord0;page136:tag1:entity14:key0000000E:ref13:ord0;page142:tag1:entity14:key0000000E:ref13:ord0;page148:tag2:entity14:key0000000E:ref13:ord0;page154:tag3:entity14:key0000000E:ref13:ord0;page160:tag1:entity14:key0000000E:ref13:ord0;page166:tag1:entity14:key0000000E:ref13:ord0;page172:tag2:entity14:key0000000E:ref13:ord0;page178:tag2:entity14:key0000000E:ref13:ord0;page184:tag2:entity14:key0000000E:ref13:ord0;page202:tag2:entity14:key0000000E:ref13:ord0;page208:tag2:entity14:key0000000E:ref13:ord0;page214:tag1:entity14:key0000000E:ref13:ord0;page220:tag2:entity14:key0000000E:ref13:ord0;page226:tag2:entity14:key0000000E:ref13:ord0;page232:tag2:entity14:key0000000E:ref13:ord0;page244:tag2:entity14:key0000000E:ref13:ord0;page250:tag2:entity14:key0000000E:ref13:ord0;page268:tag2:entity14:key0000000E:ref13:ord0;page274:tag2:entity14:key0000000E:ref13:ord0;page280:tag2:entity14:key0000000E:ref13:ord0;page286:tag2:entity14:key0000000E:ref13:ord0;page298:tag2:entity14:key0000000E:ref13:ord0;page304:tag2:entity14:key0000000E:ref13:ord0;page310:tag2:entity14:key0000000E:ref13:ord0;page316:tag2:entity14:key0000000E:ref13:ord0;page328:tag2:entity14:key0000000E:ref13:ord0;page334:tag3:entity14:key0000000E:ref13:ord0;page340:tag2:entity14:key0000000E:ref13:ord0,隣接区域で侵入者を発見,貴区域においても警戒を強化されたい,隣接区域で侵入者の痕跡を発見した,,你们区域也要加强警戒,,MATCH,51,30,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38; review_flag=JPN_PRIMARY;AUX_CONFIRMED
5DB9708C,14,14,14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14,38,,page76:tag2:entity13:key0000000D:ref14:ord0;page82:tag1:entity13:key0000000D:ref14:ord0;page88:tag3:entity13:key0000000D:ref14:ord0;page94:tag2:entity13:key0000000D:ref14:ord0;page100:tag2:entity13:key0000000D:ref14:ord0;page106:tag2:entity13:key0000000D:ref14:ord0;page112:tag2:entity13:key0000000D:ref14:ord0;page118:tag2:entity13:key0000000D:ref14:ord0;page124:tag2:entity13:key0000000D:ref14:ord0;page130:tag1:entity13:key0000000D:ref14:ord0;page136:tag1:entity13:key0000000D:ref14:ord0;page142:tag1:entity13:key0000000D:ref14:ord0;page148:tag2:entity13:key0000000D:ref14:ord0;page154:tag3:entity13:key0000000D:ref14:ord0;page160:tag1:entity13:key0000000D:ref14:ord0;page166:tag1:entity13:key0000000D:ref14:ord0;page172:tag2:entity13:key0000000D:ref14:ord0;page178:tag2:entity13:key0000000D:ref14:ord0;page184:tag2:entity13:key0000000D:ref14:ord0;page202:tag2:entity13:key0000000D:ref14:ord0;page208:tag2:entity13:key0000000D:ref14:ord0;page214:tag1:entity13:key0000000D:ref14:ord0;page220:tag2:entity13:key0000000D:ref14:ord0;page226:tag2:entity13:key0000000D:ref14:ord0;page232:tag2:entity13:key0000000D:ref14:ord0;page244:tag2:entity13:key0000000D:ref14:ord0;page250:tag2:entity13:key0000000D:ref14:ord0;page268:tag2:entity13:key0000000D:ref14:ord0;page274:tag2:entity13:key0000000D:ref14:ord0;page280:tag2:entity13:key0000000D:ref14:ord0;page286:tag2:entity13:key0000000D:ref14:ord0;page298:tag2:entity13:key0000000D:ref14:ord0;page304:tag2:entity13:key0000000D:ref14:ord0;page310:tag2:entity13:key0000000D:ref14:ord0;page316:tag2:entity13:key0000000D:ref14:ord0;page328:tag2:entity13:key0000000D:ref14:ord0;page334:tag3:entity13:key0000000D:ref14:ord0;page340:tag2:entity13:key0000000D:ref14:ord0,貴区域においても警戒を強化されたい,隣接区域で侵入者の痕跡を発見した,パトロール,,在邻近区域发现了入侵者的踪迹,,MATCH,48,42,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38; review_flag=JPN_PRIMARY;AUX_CONFIRMED
5DB9708C,15,15,15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15,38,,page76:tag2:entity12:key0000000C:ref15:ord0;page82:tag1:entity12:key0000000C:ref15:ord0;page88:tag3:entity12:key0000000C:ref15:ord0;page94:tag2:entity12:key0000000C:ref15:ord0;page100:tag2:entity12:key0000000C:ref15:ord0;page106:tag2:entity12:key0000000C:ref15:ord0;page112:tag2:entity12:key0000000C:ref15:ord0;page118:tag2:entity12:key0000000C:ref15:ord0;page124:tag2:entity12:key0000000C:ref15:ord0;page130:tag1:entity12:key0000000C:ref15:ord0;page136:tag1:entity12:key0000000C:ref15:ord0;page142:tag1:entity12:key0000000C:ref15:ord0;page148:tag2:entity12:key0000000C:ref15:ord0;page154:tag3:entity12:key0000000C:ref15:ord0;page160:tag1:entity12:key0000000C:ref15:ord0;page166:tag1:entity12:key0000000C:ref15:ord0;page172:tag2:entity12:key0000000C:ref15:ord0;page178:tag2:entity12:key0000000C:ref15:ord0;page184:tag2:entity12:key0000000C:ref15:ord0;page202:tag2:entity12:key0000000C:ref15:ord0;page208:tag2:entity12:key0000000C:ref15:ord0;page214:tag1:entity12:key0000000C:ref15:ord0;page220:tag2:entity12:key0000000C:ref15:ord0;page226:tag2:entity12:key0000000C:ref15:ord0;page232:tag2:entity12:key0000000C:ref15:ord0;page244:tag2:entity12:key0000000C:ref15:ord0;page250:tag2:entity12:key0000000C:ref15:ord0;page268:tag2:entity12:key0000000C:ref15:ord0;page274:tag2:entity12:key0000000C:ref15:ord0;page280:tag2:entity12:key0000000C:ref15:ord0;page286:tag2:entity12:key0000000C:ref15:ord0;page298:tag2:entity12:key0000000C:ref15:ord0;page304:tag2:entity12:key0000000C:ref15:ord0;page310:tag2:entity12:key0000000C:ref15:ord0;page316:tag2:entity12:key0000000C:ref15:ord0;page328:tag2:entity12:key0000000C:ref15:ord0;page334:tag3:entity12:key0000000C:ref15:ord0;page340:tag2:entity12:key0000000C:ref15:ord0,隣接区域で侵入者の痕跡を発見した,パトロール,了解 厳重に警戒せよ,,巡逻队,,MATCH,15,9,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38; review_flag=JPN_PRIMARY;AUX_CONFIRMED
5DB9708C,16,16,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16,38,,page76:tag2:entity11:key0000000B:ref16:ord0;page82:tag1:entity11:key0000000B:ref16:ord0;page88:tag3:entity11:key0000000B:ref16:ord0;page94:tag2:entity11:key0000000B:ref16:ord0;page100:tag2:entity11:key0000000B:ref16:ord0;page106:tag2:entity11:key0000000B:ref16:ord0;page112:tag2:entity11:key0000000B:ref16:ord0;page118:tag2:entity11:key0000000B:ref16:ord0;page124:tag2:entity11:key0000000B:ref16:ord0;page130:tag1:entity11:key0000000B:ref16:ord0;page136:tag1:entity11:key0000000B:ref16:ord0;page142:tag1:entity11:key0000000B:ref16:ord0;page148:tag2:entity11:key0000000B:ref16:ord0;page154:tag3:entity11:key0000000B:ref16:ord0;page160:tag1:entity11:key0000000B:ref16:ord0;page166:tag1:entity11:key0000000B:ref16:ord0;page172:tag2:entity11:key0000000B:ref16:ord0;page178:tag2:entity11:key0000000B:ref16:ord0;page184:tag2:entity11:key0000000B:ref16:ord0;page202:tag2:entity11:key0000000B:ref16:ord0;page208:tag2:entity11:key0000000B:ref16:ord0;page214:tag1:entity11:key0000000B:ref16:ord0;page220:tag2:entity11:key0000000B:ref16:ord0;page226:tag2:entity11:key0000000B:ref16:ord0;page232:tag2:entity11:key0000000B:ref16:ord0;page244:tag2:entity11:key0000000B:ref16:ord0;page250:tag2:entity11:key0000000B:ref16:ord0;page268:tag2:entity11:key0000000B:ref16:ord0;page274:tag2:entity11:key0000000B:ref16:ord0;page280:tag2:entity11:key0000000B:ref16:ord0;page286:tag2:entity11:key0000000B:ref16:ord0;page298:tag2:entity11:key0000000B:ref16:ord0;page304:tag2:entity11:key0000000B:ref16:ord0;page310:tag2:entity11:key0000000B:ref16:ord0;page316:tag2:entity11:key0000000B:ref16:ord0;page328:tag2:entity11:key0000000B:ref16:ord0;page334:tag3:entity11:key0000000B:ref16:ord0;page340:tag2:entity11:key0000000B:ref16:ord0,パトロール,了解 厳重に警戒せよ,了解 帰投せよ,,收到 严密警戒,,MATCH,28,19,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38; review_flag=JPN_PRIMARY;AUX_CONFIRMED
5DB9708C,17,17,17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17,38,,page76:tag2:entity10:key0000000A:ref17:ord0;page82:tag1:entity10:key0000000A:ref17:ord0;page88:tag3:entity10:key0000000A:ref17:ord0;page94:tag2:entity10:key0000000A:ref17:ord0;page100:tag2:entity10:key0000000A:ref17:ord0;page106:tag2:entity10:key0000000A:ref17:ord0;page112:tag2:entity10:key0000000A:ref17:ord0;page118:tag2:entity10:key0000000A:ref17:ord0;page124:tag2:entity10:key0000000A:ref17:ord0;page130:tag1:entity10:key0000000A:ref17:ord0;page136:tag1:entity10:key0000000A:ref17:ord0;page142:tag1:entity10:key0000000A:ref17:ord0;page148:tag2:entity10:key0000000A:ref17:ord0;page154:tag3:entity10:key0000000A:ref17:ord0;page160:tag1:entity10:key0000000A:ref17:ord0;page166:tag1:entity10:key0000000A:ref17:ord0;page172:tag2:entity10:key0000000A:ref17:ord0;page178:tag2:entity10:key0000000A:ref17:ord0;page184:tag2:entity10:key0000000A:ref17:ord0;page202:tag2:entity10:key0000000A:ref17:ord0;page208:tag2:entity10:key0000000A:ref17:ord0;page214:tag1:entity10:key0000000A:ref17:ord0;page220:tag2:entity10:key0000000A:ref17:ord0;page226:tag2:entity10:key0000000A:ref17:ord0;page232:tag2:entity10:key0000000A:ref17:ord0;page244:tag2:entity10:key0000000A:ref17:ord0;page250:tag2:entity10:key0000000A:ref17:ord0;page268:tag2:entity10:key0000000A:ref17:ord0;page274:tag2:entity10:key0000000A:ref17:ord0;page280:tag2:entity10:key0000000A:ref17:ord0;page286:tag2:entity10:key0000000A:ref17:ord0;page298:tag2:entity10:key0000000A:ref17:ord0;page304:tag2:entity10:key0000000A:ref17:ord0;page310:tag2:entity10:key0000000A:ref17:ord0;page316:tag2:entity10:key0000000A:ref17:ord0;page328:tag2:entity10:key0000000A:ref17:ord0;page334:tag3:entity10:key0000000A:ref17:ord0;page340:tag2:entity10:key0000000A:ref17:ord0,了解 厳重に警戒せよ,了解 帰投せよ,了解 増援を送る,,收到 返回基地,,MATCH,19,19,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38; review_flag=JPN_PRIMARY;AUX_CONFIRMED
5DB9708C,18,18,18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18,38,,page76:tag2:entity1:key00000001:ref18:ord0;page82:tag1:entity1:key00000001:ref18:ord0;page88:tag3:entity1:key00000001:ref18:ord0;page94:tag2:entity1:key00000001:ref18:ord0;page100:tag2:entity1:key00000001:ref18:ord0;page106:tag2:entity1:key00000001:ref18:ord0;page112:tag2:entity1:key00000001:ref18:ord0;page118:tag2:entity1:key00000001:ref18:ord0;page124:tag2:entity1:key00000001:ref18:ord0;page130:tag1:entity1:key00000001:ref18:ord0;page136:tag1:entity1:key00000001:ref18:ord0;page142:tag1:entity1:key00000001:ref18:ord0;page148:tag2:entity1:key00000001:ref18:ord0;page154:tag3:entity1:key00000001:ref18:ord0;page160:tag1:entity1:key00000001:ref18:ord0;page166:tag1:entity1:key00000001:ref18:ord0;page172:tag2:entity1:key00000001:ref18:ord0;page178:tag2:entity1:key00000001:ref18:ord0;page184:tag2:entity1:key00000001:ref18:ord0;page202:tag2:entity1:key00000001:ref18:ord0;page208:tag2:entity1:key00000001:ref18:ord0;page214:tag1:entity1:key00000001:ref18:ord0;page220:tag2:entity1:key00000001:ref18:ord0;page226:tag2:entity1:key00000001:ref18:ord0;page232:tag2:entity1:key00000001:ref18:ord0;page244:tag2:entity1:key00000001:ref18:ord0;page250:tag2:entity1:key00000001:ref18:ord0;page268:tag2:entity1:key00000001:ref18:ord0;page274:tag2:entity1:key00000001:ref18:ord0;page280:tag2:entity1:key00000001:ref18:ord0;page286:tag2:entity1:key00000001:ref18:ord0;page298:tag2:entity1:key00000001:ref18:ord0;page304:tag2:entity1:key00000001:ref18:ord0;page310:tag2:entity1:key00000001:ref18:ord0;page316:tag2:entity1:key00000001:ref18:ord0;page328:tag2:entity1:key00000001:ref18:ord0;page334:tag3:entity1:key00000001:ref18:ord0;page340:tag2:entity1:key00000001:ref18:ord0,了解 帰投せよ,了解 増援を送る,"こちら<R=本部,HQ>",,收到 派出增援,,MATCH,22,19,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38; review_flag=JPN_PRIMARY;AUX_CONFIRMED
5DB9708C,19,19,19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19,38,,page76:tag2:entity0:key00000000:ref19:ord0;page82:tag1:entity0:key00000000:ref19:ord0;page88:tag3:entity0:key00000000:ref19:ord0;page94:tag2:entity0:key00000000:ref19:ord0;page100:tag2:entity0:key00000000:ref19:ord0;page106:tag2:entity0:key00000000:ref19:ord0;page112:tag2:entity0:key00000000:ref19:ord0;page118:tag2:entity0:key00000000:ref19:ord0;page124:tag2:entity0:key00000000:ref19:ord0;page130:tag1:entity0:key00000000:ref19:ord0;page136:tag1:entity0:key00000000:ref19:ord0;page142:tag1:entity0:key00000000:ref19:ord0;page148:tag2:entity0:key00000000:ref19:ord0;page154:tag3:entity0:key00000000:ref19:ord0;page160:tag1:entity0:key00000000:ref19:ord0;page166:tag1:entity0:key00000000:ref19:ord0;page172:tag2:entity0:key00000000:ref19:ord0;page178:tag2:entity0:key00000000:ref19:ord0;page184:tag2:entity0:key00000000:ref19:ord0;page202:tag2:entity0:key00000000:ref19:ord0;page208:tag2:entity0:key00000000:ref19:ord0;page214:tag1:entity0:key00000000:ref19:ord0;page220:tag2:entity0:key00000000:ref19:ord0;page226:tag2:entity0:key00000000:ref19:ord0;page232:tag2:entity0:key00000000:ref19:ord0;page244:tag2:entity0:key00000000:ref19:ord0;page250:tag2:entity0:key00000000:ref19:ord0;page268:tag2:entity0:key00000000:ref19:ord0;page274:tag2:entity0:key00000000:ref19:ord0;page280:tag2:entity0:key00000000:ref19:ord0;page286:tag2:entity0:key00000000:ref19:ord0;page298:tag2:entity0:key00000000:ref19:ord0;page304:tag2:entity0:key00000000:ref19:ord0;page310:tag2:entity0:key00000000:ref19:ord0;page316:tag2:entity0:key00000000:ref19:ord0;page328:tag2:entity0:key00000000:ref19:ord0;page334:tag3:entity0:key00000000:ref19:ord0;page340:tag2:entity0:key00000000:ref19:ord0,了解 増援を送る,"こちら<R=本部,HQ>",どうかしたのか！？,"<R=本部,HQ>","这里是<R=总部,HQ>","<R=总部,HQ>",MATCH,22,22,APPROVED,READY,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=38; review_flag=JPN_PRIMARY;RUBY_PRESERVED
